Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
,Medical Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,250 at both sites,4/25/2011,"Layoff dates postponed, employees will be released on various dates through 7/17/2011.",No exact closing date given at this time.,Economic,Plant Closing,Plant Closing,"There may be bumping rights with respect to the affected bargaining units initially selected for separation to retain employment. Due to the closure of these facilities, only limited bumping options will be made.","Francesca Tinti, Human Resources",(212) 356-4415,3112
,Flight Testing,Broome | WIB Name: BROOME/TIOGA| Region: Southern Region,59,59,4/25/2011,-----,7/7/2011,Possible Contract Loss of Global Combat Support Systems Air Force,Possible Plant Closing,Possible Plant Closing,No bumping rights.,"Steve Kriedler, Site Engineering Manager",(607) 741-2639,3111
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,36,4/22/2011,1 employee layoff will be extended from 6/6/11 to occur between 7/1/2011 and 7/14/2011,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3110
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,------,10,4/22/2011,1 employee layoff will be postponed from 4/11/2011- to occur between 6/6/2011 – 6/19/2011,2nd Quarter 2011,Economic,Plant Closing,Plant Closing,UAW Local 2149,"Tom Albanese, Labor Relations Manager",315-432-4094,3109
,Financial management,New York | WIB Name: NEW YORK CITY| Region: New York City,115,70,4/21/2011,13 employee layoffs will be postponed from 5/4 to 5/18/2011.,-----,Sale of assets and businesses,Plant Layoff,Plant Layoff,There are no bumping rights at this location and the affected employees are not represented by any union.,"Lori Ostenfeld, Human Resources",(212) 401-5888,3107
,Airlines,Queens | WIB Name: NEW YORK CITY| Region: New York City,-----,7,4/19/2011,on or about 7/14/2011,-----,Economic,Plant Layoff,Plant Layoff,"No provisions for transfer, bumping or reassignment for affected workers.","Eric Chang, Director of Human Resources",(718) 907-2158,3105
,Food manufacturing facility,Bronx | WIB Name: NEW YORK CITY| Region: New York City,63,Approximately 57 (6 employees will remain employed in the distribution center),4/19/2011,-----,7/31/2011 Manufacturing facility will close. Company will keep a small distribution center open on site.,Relocation to Allentown PA,Plant Unit Closing,Plant Unit Closing,Local 1814 AFL-CIO,Debra Arias,(718) 842-8644,3104
,Grocery Stores/warehouses,Central Region - Onondaga County,"4,142","4,142",4/19/11 Amended,Extensions in layoff dates occuring see below,expected to occur in the 4th quarter of 2011,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,3103
,Pharmaceutical Laboratory,Putnam | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,17,17,4/19/2011,-----,3/31/2011 (2 employees will remain through 5/31/2011 to decontaminate the site),Economic,Plant Closing,Plant Closing,There are no bumping rights at this facility. Each of the affected employees is a non-union employee.,"Donna Maywar, Human Resources Manager.",(973) 355-8332,3102
,Printing facility,Erie | WIB Name: ERIE| Region: Western Region,412,412,4/19/2011,Will commence on 7/18/2011 and run in stages through first quarter of 2012,11/30/2011 facility will close and a handful of employees will remain to complete wind down of operations,Economic,Plant Closing,Plant Closing,"GCC/IBT Locals #17B, 27C, IBEW Local 41,Teamsters Local 264, IBT Local 264",David McCarthy,(414) 566-2416,3101
,Financial management,New York | WIB Name: NEW YORK CITY| Region: New York City,115,70,4/18/2011,"Some of the affected employees (30), who were scheduled to separate on 4/4, have been postponed to occur between 4/29 and 5/6/2011.",-----,Sale of assets and businesses,Plant Layoff,Plant Layoff,There are no bumping rights at this location and the affected employees are not represented by any union.,"Lori Ostenfeld, Human Resources",(212) 401-5888,3100
,Transport Services,,230 in all 3 locations,approximately 52,4/13/2011,-----,6/30/2011,Economic,Plant Layoff,Plant Layoff,IBT Local 854,Joseph Antoci,(718) 346-9600 Ext 270,3099
,Private School,Westchester | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,29,29,4/13/2011,-----,8/31/2011,Economic,Plant Closing,Plant Closing,-----,"Sister Patricia Wolf, President",(718) 882-2882 X 128,3098
,Transportation for the Disabled,,223,223,4/12/2011,-----,6/30/2011,Economic,Plant Closing,Plant Closing,I.B.T. Local 854,Charles Curcio,(718) 495-0491,3097
,Musical performers,Syracuse | WIB Name: ONONDAGA| Region: Central Region,168,168,4/8/2011,4/3/2011,4/16/2011,Economic,Plant Closing,Plant Closing,American Federation of Musicians Local 78,"Donna Scrimale, Vice President of Finance & Administration",(315) 424-8222,3095
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,4,4/8/2011,Will commence between 7/11/2011 and 7/24/2011.,"Last info received by company, slated to occur at the end of the first quarter of 2011.",Economic - petition,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3094
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,------,10,4/11/2011,1 employee layoff will be postponed from 4/11/2011- to occur between 5/9/2011 – 5/22/2011,2nd Quarter 2011,Economic,Plant Closing,Plant Closing,UAW Local 2149,"Tom Albanese, Labor Relations Manager",315-432-4094,3093
,Food Service,Erie | WIB Name: ERIE| Region: Western Region,221,221,4/8/2011,-----,5/31/2011,Loss of Contract,Plant Closing,Plant Closing,SEIU,"Paul Kerns, District Manager",(607) 777-6609,3091
,Hotel,New York | WIB Name: NEW YORK CITY| Region: New York City,100,100,4/8/2011,To occur in phases between 1/7/2011 and 2/14/2011 Final 8 employees who remain on site will be released on 6/30/2011.,2/14/2011,Hotel conversion to residential use,Plant Closing,Plant Closing,No bumping rights exist. New York Hotel and Motel Trades Council,"Rebecca Wilson, Human Resources Director",(502) 499-3255,3090
,Long-term nursing care,Bronx | WIB Name: NEW YORK CITY | Region: New York City,215,85,2/28/2011,5/27/2011,-----,Economic,Plant Layoff,Plant Layoff,Certain employees are represented by 1199 SEIU United Healthcare Workers East.,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,3089
,Distribution Center,Onondaga | WIB Name: ONONDAGA| Region: Central Region,39,39,4/7/2011,-----,Layoffs postponed from original date of 3/18/2011 to 4/22/2011.,Economic,Plant Unit Closing,Plant Unit Closing,IUE/CWA,"Julie Colavencenzo, Director of Human Resources",(315) 945-0741,3088
,Temp agency,New York | WIB Name: NEW YORK CITY| Region: New York City,46 at a single assignment that is scheduled to close in the near future.,46,4/7/2011,Are scheduled to occur between 6/30/2011 and 9/30/2011,---,Economic,Plant Layoff,Plant Layoff,-----,"Frank Sallustro, President",(718) 291-0500,3087
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,31,4/7/2011,Will commence between 7/1/2011 and 7/14/2011.,6/30/2011,Economic - petition,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3086
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,------,10,1/12/2011,1 employee layoff will be extended to occur between 6/6/2011 – 6/22/2011,2nd Quarter 2011,Economic,Plant Closing,Plant Closing,UAW Local 2149,,315-432-4094,3085
,Brokering Operation,New York | WIB Name: NEW YORK CITY| Region: New York City,25,25,4/6/2011,-----,5/1/2011,"Transfer of business to Pioneer Futures, Inc. It is anticipated that Pioneer Futures will offer employment o each of MF Global’s affected employees on 5/1/2011.",Plant Closing,Plant Closing,No affected employee is represented by a union or other bargaining unit.,"Janella Kaczanko, Vice President of Human Resources",(312) 548-1323,3083
,Telecommunications and Broadcasting Operation and Maintenance Services,New York | WIB Name: NEW YORK CITY| Region: New York City,179,179,4/5/2011,-----,6/30/2011,"Expiration of contract, negotiations are in progress to extend the contract.",Potential Plant Closing,,"Local 1212, IBEW",Debby Schneider,(212) 951-7399,3080
,Children's services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,57,4/5/2011,Will begin on 6/30/2011,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights applicable.,"Janet Sellwood, Human Resources Director",(212) 284-4590,3079
,Hospital,Onondaga | WIB Name: ONONDAGA| Region: Central Region,1018,1018,4/4/2011,-----,7/1/2011or within a 14 day period thereafter,Sale of facility to SUNY Upstate University,Potential Plant Closing,Potential Plant Closing,1199 SEIU United Healthcare Workers East,"Sharon O'Neill, Director of Human Resources",(315) 492-5561,3078
,Textile Reinforcement Manufacturing,Oneida | WIB Name: HMO| Region: Mohawk Valley Region,85,2 on 6/30/2011,4/4/2011,"Will commence beginning on 4/30/2011 (70 affected) previously WARNED on 1/27/2011, 6/30/2011 (2 affected) notice received today and will continue to occur in phases through plant closing on 12/31/2011.",12/31/2011,Economic,Plant Closing,Plant Closing,"United Steel Workers International Union, Local 1160L",Patricia Axtell,(315) 733-4626 Ext 223,3077
,Environmental clean up,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,322 at both sites,257-project site and 65 at administrative office site: 322,3/28/2011,6/30/2011,-----,Expiration of contract,Plant Layoff,Plant Layoff,"International Associations of Machinists and Aerospace Workers, Lodge 2401","Toni M. Sawyer, Manager Human Resources",(716) 942-4949,3076
,Sports Magazine,New York | WIB Name: NEW YORK CITY| Region: New York City,174,47,3/28/2011,For 47 affected employees on 7/29/2011,10/1/2011,Relocation,Plant Closing,Plant Closing,Affected employees do not have bumping rights and none are represented by a union.,"Tim Cheung, Director of Human Resources",(212) 448-4824,3075
,Food Canning Production,Genesee | WIB Name: GLOW| Region: Finger Lakes Region,77,28,3/29/2011,3/29/2011,-----,Consolidating Production operations,Plant Layoff,Plant Layoff,No provisions for bumping.,"Dennis Beedham, Human Resources Manager",(585) 494-1500,3074
,Financial Institution,Otsego | WIB Name: CDO| Region: Southern Region,280,64 Balance of employees (216) will be employed by Community Bank System,3/29/2011,Will begin on 4/8/2011 and will continue through closing.,5/20/2011,Merger,Plant Closing,Plant Closing,Employees are not represented by a union and no bumping rights exist.,Robert D. Harder,(607) 433-4157,3073
,Clinical Service Provider,New York | WIB Name: NEW YORK CITY| Region: New York City,312,312,3/28/2011,-----,6/30/2011,Transfer of Clinical Service Provider Services to new employer.,Plant Closing,Plant Closing,United Healthcare Workers SEIU,"Waldemar A. Comas, Vice President, General Counsel & Institutional Compliance Officer",(914) 594-4567,3072
,Hospital,New York | WIB Name: NEW YORK CITY| Region: New York City,2458,2458,3/29/2011,-----,Postponed from 3/31/2011 to 5/1/2011,Sale of hospital facility-transfer of ownership to downstate SUNY facility. It is fully expected that offers will be made to all or nearly all LICH employees and it is not anticipated that the sale will result in a mass layoff or plant closing.,Plant Closing,Plant Closing,"CIR, Local 1199",Marisa Ognibene,(718) 951-2767,3071
,Real Estate Management,New York | WIB Name: NEW YORK CITY| Region: New York City,183,183 (154 employees affected at East Campus location - 29 employees at the West Campus location),3/28/2011,-----,6/20/2011,Loss of contract,Plant Closing,Plant Closing,Employees do not having bumping rights.,"Colleen A. McAuliffe, Vice President Human Resources",(212) 243-9090,3070
,Medical and Dental Care Facility,New York | WIB Name: NEW YORK CITY| Region: New York City,34,34,3/28/2011,-----,6/30/2011,Possible Eviction,Potential Plant Closing,Potential Plant Closing,No bumping rights.,"Daniel Laskey, Administrtor",(718) 291-3434 Ext 639,3069
,Environmental clean up,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,322 at both sites,257-project site and 65 at administrative office site: 322,3/28/2011,-----,6/30/2011,Expiration of contract,Plant Closing,Plant Closing,"International Associations of Machinists and Aerospace Workers, Lodge 2401","Toni M. Sawyer, Manager Human Resources",(716) 942-4949,3068
,Household linen supply services,Suffolk | WIB Name: SUFFOLK| Region: Long Island,-----,45,3/28/2011,6/20/2010,-----,Economic,Plant Layoff,Plant Layoff,Local 348-S UFCW,"Eddie Chaim, Controller",(631) 842-8200,3067
,Retail clothing Distribution Center,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,47,8 employees to be released on 6/24/2011.,3/25/2011,"in stages on 4/25/2011, 5/23/2011, 6/1/2011, 6/27/2011, 6/24/2011.",Undetermined at this time.,Relocation of facility to another state.,Plant Closing,Plant Closing,The affected associates are not represented by any union.,"Sharon Richner, Director, Human Resources",(845) 369-4344,3066
,Financial management,New York | WIB Name: NEW YORK CITY| Region: New York City,115,70,1/10/2011,Separations to take place during the 14 day period commencing on 4/4/2011. Separation dates have been extended for 27 employees from 4/4/2011 to 4/22/2011 – 5/4/2011.,-----,Sale of assets and businesses,Plant Layoff,Plant Layoff,There are no bumping rights at this location and the affected employees are not represented by any union.,"Lori Ostenfeld, Human Resources",(212) 401-5888,3064
,Medical Research,Albany | WIB Name: CAPITAL DISTRICT| Region: Capital Region,79,24,3/22/2011,3/16/2011,-----,Loss of grant/contract support,Plant Layoff,Plant Layoff,Nonunion employer,"Martin Patrick, Interim HR Director",(518) 641-6403,3063
,Treasury Services Operations Lockbox,New York | WIB Name: NEW YORK CITY| Region: New York City,124,124,3/21/2011,Layoffs will occur in stages beginning on 7/1/2011 and continuing through 2/28/2012.,2/28/2012,Economic,Plant Unit Closing,Plant Unit Closing,-----,"Gloria Kingston, Human Resources Consultant",(212) 815-3632,3062
,Manufacturer of photovoltaic cells for the solar industry,Dutchess | WIB Name: DUTCHESS| Region: Mid-Hudson Region,117,117,12/21/2010 Update: 3/21/11,Layoffs begin during a 2-week period commencing on 3/20/2011. Layoffs for five (5) employees to end during the two week period commencing on 5/20/11.,4/4/2011,Economic,Plant Closing,Plant Closing,The affected employees have no bumping rights and are not represented by any union.,"Richard Haug, President and COO",(845) 440-2100,3059
,Bartending Services,Queens | WIB Name: NEW YORK CITY | Region: New York City,2,2,3/18/2011,5/17/2011,5/17/2011,Loss of Contract,Plant Closing,Plant Closing,No bumping rights are applicable as all employees will be terminated due to this facility closing.,"April M. Smith, SPHR, Human Resources Manager",(800) 999-8989 ext. 7623,3058
,Cement Plant,Greene | WIB Name: COLUMBIA/GREENE | Region: Capital Region,103,103,3/18/2011,6/13/2011,6/13/2011,Economic,Plant Closing,Plant Closing,"Cement, Lime, Gypsum & Allied Division of the Brotherhood of Boilermakers International Union, AFL-CIO","Tony Madrazo, Human Resources Manager",(518) 943-4040 ext. 162,3057
,Call Center,Erie | WIB Name: ERIE| Region: Western Region,51,51,3/17/2011,"Will occur in phases: 6/13/2011, 6/27/2011 & 7/11/2011",7/11/2011,Economic,Plant Closing,Plant Closing,CWA AFL-CIO District 1,Gene Voss,(585) 760-5930,3056
,Food Services,New York | WIB Name: NEW YORK CITY| Region: New York City,327,327,3/16/2010,-----,Could potentially occur as early as 6/1/2011,Potential Contract Loss,Potential Plant Closing,Potential Plant Closing,RWDSU Local 1102,"Shannon Ross, Director of Human Resources",(215) 409-4310,3055
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,6,3/16/2011,6/20/2011,6/30/2011,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3054
,3rd party warehousing service provider,Kings | WIB Name: NEW YORK CITY| Region: New York City,150,50,3/15/2011,Projected to begin mid to late April (4/15-4/30/2011) based on employer needs.,------,Economic,Plant Layoff,Plant Layoff,International Brotherhood of Teamsters,"Joel Goldstein, President",(718) 534-3001,3053
,Packaged Frozen Food Merchant Wholesale,St. Lawrence | WIB Name: ST LAWRENCE| Region: North Country Region,132,132,3/15/2011,------,The closing of this business will occur between 4/17/2011 and 5/1/2011. Sixteen of the affected workers will remain on site from 5/15/2011 through 6/26/2011 to wind down business operations.,Economic,Plant Closing,Plant Closing,"Teamsters Union, Local 687",Joann Ellis,(315) 389-5111 x280,3052
,Motorcycle parts distribution,Orange | WIB Name: ORANGE| Region: Mid-Hudson Region,26,26,3/14/2011,Beginning on 6/16/2011 and continuing in stages until 11/17/2011,11/17/2011,Economic,Plant Closing,Plant Closing,International Brotherhood of Teamsters,Anna Steinhauer,(845) 565-2806 Ext 117,3051
,Grocery Stores/warehouses,Central Region - Onondaga County,"4,142","4,142",3/14/11 Amended,Extensions in layoff dates occuring see below,02/20/10,Economic,Plant Closing,Plant Closing,UFCW Local 1; IBT Local 294 and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,3050
,Futures Commission Merchant,New York | WIB Name: NEW YORK CITY | Region: New York City,26,15,3/11/2011,6/30/2011,6/30/2011,Economic - Restructuring,Plant Unit Closing,Plant Unit Closing,None of the employees are represented by union.,Richard Lovell,(646) 434-1284,3049
,Automotive powertrain manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,------,10,1/12/2011,2 employees’ layoffs will be extended to occur between 5/9/2011 – 5/22/11,2nd Quarter 2011,Economic,Plant Closing,Plant Closing,UAW Local 2149,,315-432-4094,3048
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,36,3/9/2011,Commencing on 6/6/11 and ending on 6/19/11,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3047
,Packaged Frozen Food Merchant Wholesale,St. Lawrence | WIB Name: ST LAWRENCE | Region: North Country Region,132,132,3/9/2011,------,The closing will begin on 5/15/2011 and continue through 6/26/2011.,Economic,Plant Closing,Plant Closing,"Teamsters Union, Local 687",Joann Ellis,(315) 389-5111 x280,3046
,Engineering Consulting Services,Queens | WIB Name: NEW YORK CITY | Region: New York City,-----,49,3/3/2011,3/2/2011,-----,Contract Loss,Plant Layoff,Plant Layoff,The employees are not represented by a union.,"Tejash V. Sanchala, Esq.",(914) 723-7900,3045
,Retail clothing Distribution Center-Payroll Department,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,47,"3 employees will be released on 6/1/2011, 2 employees on 6/27/2011",3/4/2011,"in stages on 4/25/2011, 5/23/2011, 6/1/2011, 6/27/2011",Undetermined at this time.,Relocation of facility to another state.,Plant Closing,Plant Closing,The affected associates are not represented by any union.,"Sharon Richner, Director, Human Resources",(845) 369-4344,3044
,Pharmaceutical Laboratory,Putnam | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,17,17,3/2/2011,-----,3/31/2011 (1 employee will remain through 5/20/2011 to decontaminate the site),Economic,Plant Closing,Plant Closing,There are no bumping rights at this facility. Each of the affected employees is a non-union employee.,"Donna Maywar, Human Resources Manager.",(973) 355-8332,3043
,Offices,Suffolk | WIB Name: SUFFOLK| Region: Long Island,52,52,3/1/2011,Begin on 5/4/2011 and will occur in stages until closing occurs.,12/31/2012,Economic,Plant Closing,Plant Closing,"None of the employees have bumping rights. 


Classification:  Plant Closing","Daisy Pernal, Human Resources Manager",(631) 656-2890,3041
,Long-term nursing care,Bronx | WIB Name: NEW YORK CITY | Region: New York City,85,85,2/28/2011,-----,5/27/2011,Economic,Plant Closing,Plant Closing,Certain employees are represented by 1199 SEIU United Healthcare Workers East.,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,3040
,Ramp handling and cabin cleaning services,Queens | WIB Name: NEW YORK CITY | Region: New York City,54,54,2/28/2011,-----,5/17/2011,Loss of Contract,Plant Closing,Plant Closing,No bumping rights are applicable as all employees will be terminated due to this facility closing.,"April M. Smith, SPHR, Human Resources Manager",(800) 999-8989 ext. 7623,3039
,Cabin Cleaning Services,Queens | WIB Name: NEW YORK CITY| Region: New York City,93,93,2/28/2011,-----,Updated from original closing date of 5/21/2011 to the new closing date of 5/17/2011,Economic,Plant Closing,Plant Closing,-----,"April M. Smith, SPHR, Human Resources Manager",(800) 999-8989 Ext 7623,3038
,Cabin Cleaning Services,Queens | WIB Name: NEW YORK CITY| Region: New York City,245,245,2/28/2011,-----,From original closing date of 5/21/2011 to updated closing date of 5/17/2011,Economic,Plant Closing,Plant Closing,-----,"April M. Smith, SPHR, Human Resources Manager",(800) 999-8989 Ext 7623,3037
,Doctor’s Office,Rensselaer | WIB Name: CAPITAL DISTRICT| Region: Capital Region,41,41,2/28/2011,"21 affected on 5/27/2011, 9 on 6/3/2011, 9 on 6/17/2011, 1 on 7/31/2011, 1 on 8/31/2011",5/27/2011,Economic,Plant Closing,Plant Closing,-----,"Lorraine Hobart, HR Manager",(518) 880-6898,3036
,Fiscal agent for managed programs,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,37,2/25/2011,6/30/2011,-----,Economic,Plant Layoff,Plant Layoff,None of the affected employees will have “bumping” rights to other positions.,"Wendy E. Patitucci, Director of Employment Policy and Practice",(212) 417-8601,3035
,Financial Investments,New York | WIB Name: NEW YORK CITY| Region: New York City,57,57,2/25/2011,5/12/2011 for 35 of the 57 employees involved.,to be determined at a later date,Economic,Plant Closing,Plant Closing,No transfer or “bumping rights” are applicable.,"Jeremy Bohrer, Chief Operating Officer and General Counsel",(212) 287-5364,3034
,Grocery Store,,100,100,2/23/2011,-----,4/15/2011,Economic,Plant Closing,Plant Closing,"UFCW Locals: 1500, 342 464, 1245; RWDSU Local 338","Derek Kinney, Vice President, Human Resources and Labor Relations",(201) 571-4018,3033
,Retail clothing Distribution Center,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,47,"22 employees will be released on 4/25/2011, 8 employees on 5/23/2011",2/23/2011,"in stages on 4/25/2011, 5/23/2011",Undetermined at this time.,Relocation of facility to another state.,Plant Closing,Plant Closing,The affected associates are not represented by any union.,"Sharon Richner, Director, Human Resources",(845) 369-4344,3032
,Electronics store,,34,34,2/22/2011,-----,4/9/2011,Bankruptcy,Plant Closing,Plant Closing,There are no applicable bumping rights and there is no union.,Tim Price,(303) 412-2500,3031
,Health Plan Administrator,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,25,2/22/2011,5/18/2011,-----,Economic,Plant Layoff,Plant Layoff,Employees are not represented by a union.,Janneth Molinary,(212) 747-8247,3030
,Cabin Cleaning Services,Queens | WIB Name: NEW YORK CITY| Region: New York City,245,245,2/22/2011,-----,5/21/2011,Economic,Plant Closing,Plant Closing,-----,"April M. Smith, SPHR, Human Resources Manager",(800) 999-8989 Ext 7623,3029
,Drug Store/Pharmacy,Dutchess | WIB Name: DUTCHESS| Region: Mid-Hudson Region,48,"48 Layoff schedule as follows: 41employees scheduled to be released on 3/11/2011, the remaining 7 employeess will be released on 4/29/2011",2/22/2010,-----,3/11/2011,Economic,Plant Closing,Plant Closing,None of the affected employees are represented by a union and none have bumping rights.,"Thomas N Masters, Northeast Division Human Resource Director",(856) 482-5785,3028
,Cabin Cleaning Services,Queens | WIB Name: NEW YORK CITY| Region: New York City,93,93,2/18/2011,-----,5/21/2011,Economic,Plant Closing,Plant Closing,-----,"April M. Smith, SPHR, Human Resources Manager",(800) 999-8989 Ext 7623,3027
,Grocery store,Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,83,83,2/18/2011,-----,4/15/2011,Economic,Plant Closing,Plant Closing,UFCW Local 342,"Derek Kinney, Vice President Human Resources & Labor Relations",(201) 571-4018,3026
,Call Center,Cattaraugus | WIB Name: ALL/CAT| Region: Western Region,326,164,2/17/2011,5/20/2011,-----,Economic,Plant Layoff,Plant Layoff,There are no bumping rights and employees are not represented by any union.,"Kathy Kippley, Director of Human Resources",(952) 948-5353,3024
,Geriatric Care,Kings | WIB Name: NEW YORK CITY| Region: New York City,283,283,2/16/2011,-----,5/11/2011,Anticipated sale of facility,Conditional Plant Closing,Conditional Plant Closing,1199 SEIU United Healthcare Workers,"Francesca Tinti, Vice President, Human Resources",(212) 356-4857,3022
,Women's and children's lingerie and undergarments,New York | WIB Name: NEW YORK CITY| Region: New York City,79,55,2/11/2011,Postponed layoffs to occur between 2/1/2011 and 4/15/2011.,-----,Economic,Plant Layoff,Plant Layoff,None of the employees affected have bumping rights.,"Jordan Vargas, Chief Human Resources Officer",(212) 532-8811,3021
,Women's and children's lingerie and undergarments,New York | WIB Name: NEW YORK CITY| Region: New York City,79,55,2/11/2011,Postponed layoffs to occur between 2/1/2011 and 4/15/2011.,-----,Economic,Plant Layoff,Plant Layoff,None of the employees affected have bumping rights.,"Jordan Vargas, Chief Human Resources Officer",(212) 532-8811,3020
,Investment Brokers,New York | WIB Name: NEW YORK CITY| Region: New York City,61,48 (13 employees have been absorbed in another division of the company),2/10/2011,-----,1/31/2011,Economic,Plant Closing,Plant Closing,Bumping rights do not exist,Clare Pierce,(212) 208-9117,3019
,Cleaning Services,,91,91,2/7/2011,-----,1/29/2011,Economic,Plant Closing,Plant Closing,-----,Richard Grossi,(518) 457-9880,3018
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,10,2/10/2011,Commencing on 5/9/11 and ending on 5/22/11,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3016
,Printing,Queens | WIB Name: NEW YORK CITY| Region: New York City,69,69,2/8/2011,-----,On or about 5/9/2011,Economic,Plant Closing,Plant Closing,None of the affected employees are unionized nor do they have bumping rights.,"Mark Brothers, SVP, Human Resources",(312) 326-8231,3014
,Printing,Queens | WIB Name: NEW YORK CITY| Region: New York City,69,69,2/8/2011,-----,On or about 5/9/2011,Economic,Plant Closing,Plant Closing,None of the affected employees are unionized nor do they have bumping rights.,"Mark Brothers, SVP, Human Resources",(312) 326-8231,3013
,Packaging Plant,Suffolk | WIB Name: SUFFOLK| Region: Long Island,"535 Total includes: 103 full time active employees, 219 On-Call Active Employees (part time employees), 213 On-Call Inactive Employees",535,2/4/2011,Separations will occur within the 14-day period commencing on 5/1/2011,6/30/2011,Economic,Plant Closing,Plant Closing,None of the affected employees are represented by a union.,"Erica Whitehurst, Human Resource Manager",(631) 232-5247,3011
,Supply Distribution Center,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,36,36,2/4/2011,-----,5/3/2011,Economic,Plant Unit Closing,Plant Unit Closing,"Workers Unite, Local 14W","Sephrin Ebertz, Human Resource Business Partner",(585) 423-5147,3010
,Pharmaceutical manufacturer,Erie | WIB Name: ERIE| Region: Western Region,6,6,2/4/2011,-----,5/6/2011,Economic,Plant Unit Closing,Plant Unit Closing,The affected employees are not represented by any union and there are no bumping rights at this location.,"Mary Hughes, Human Resources Council Leader",(716) 887-3752,3009
,Market/grocery store,,64,64,2/3/2011,-----,5/1/2011,Possible Sale of Stores,Potential Plant Closing,Potential Plant Closing,UFCS Local One,"Jack Barrett, Sr. VP Human Resources",(716) 635-5949,3008
,Auto parts manufacturing plant,Onondaga | WIB Name: ONONDAGA| Region: Central Region,-----,417,2/1/2011,Commencing on 5/2/11 and ending on 5/15/11,Not specified at this time.,Economic,Plant Closing,Plant Closing,UAW Local 624,"Tom Albanese, Labor Relations Manager",(315) 432-4094,3006
,Residential Treatment,Ulster | WIB Name: ULSTER | Region: Mid-Hudson Region,69,69,2/1/2011,-----,2/28/2011,Economic,Plant Closing,Plant Closing,Affected employees will not have bumping rights nor are they represented by a union.,"Linda Roberts, Director of Human Resources",(845) 383-3922,3005
,Newspaper,Madison | WIB Name: HMO | Region: Mohawk Valley Region,47: 31 full time and 16 part time employees,17,2/1/2011,3/22/2011,-----,Economic,Plant Layoff,Plant Layoff,"No provisions for transfer, bumping or reassignment.","Karen Alvord, Publications General Manager",(315) 363-5100,3004
,Pharmaceuticals (Chemical Development),Clinton | WIB Name: C-E-F-H| Region: North Country Region,-----,13,1/26/2011,4/22/2011,12/31/2011,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Elaine M. Reynolds, Director, Human Resources",(518) 297-1697,3003
,Car Dealership,New York | WIB Name: NEW YORK CITY| Region: New York City,70,70,1/28/2011,1/27/2011,4/27/2011,Economic,Plant Closing,Plant Closing,No bumping rights.,Dale Harris,(646) 672-2938,3001
