Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Mill Neck Manor Early Childhood Center40 Frost Mill Road, P.O. Box 12Mill Neck, NY 11765",School for the deaf (Early Childhood Center – 4410 Program Closing),Nassau | WIB Name: HEMPSTEAD | Region: Long Island,34,34,5/11/2017,8/12/2017,8/12/2017,Economic,Plant Unit Closing,Plant Unit Closing,"NYSUT, Nassau Regional Office","Kathleen Lagalante, Director of Human Resources",(516) 628-4224,,2016-0252,5936
"Sodexo, Inc. (Dutchess Community College)53 Pendell Rd.Poughkeepsie, NY 12601",Food Services Operations,Dutchess | WIB Name: DUTCHESS | Region: Mid-Hudson,34,34,5/9/2017,Separations will occur on or about 6/30/2017. Management separations will occur on 7/28/2017.,7/28/2017,Loss of contract to provide campus dining services.,Plant Closing,Plant Closing,"Communications Workers of America Local 1120, AFL-CIO.","Curtis Stancil SPHR, SHRM-SCP, HR Business Partner",(860) 546-6547,,2016-0251,5935
"B&H Foto and Electronics Corp.105 Evergreen Ave.Brooklyn, NY 11206",Photo and electronics,Brooklyn | WIB Name: NEW YORK CITY | Region: New York City,57,57,5/9/2017,Separations will occur between 8/7/2017 and 8/20/2017.,8/20/2017,Transfer of operations to their new New Jersey facility.,Plant Closing,Plant Closing,United Steelworkers District 4,"Jacob Mittelman, Vice President of Operations",(212) 239-7500,,2016-0250,5932
"Sykes 251 John James Audubon Pkwy Amherst, NY 14228",Customer contact management solutions and services.,Erie | WIB Name: ERIE |  Region: Western  Region,-----,71,5/5/2017,9/15/2017,11/15/2017,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Billi Peltz, Director, Area HR Service Delivery",(701) 425-7794,,2016-0249,5931
"DAL Global Services (DGS)Stewart International Airport1180 1st St.New Windsor, NY 12553",Aviation services provider.,Orange | WIB Name: ORANGE | Region: Mid-Hudson,28,28,5/5/2017,8/10/2017,8/10/2017,"Loss of contract with Skywest Airlines, Inc.",Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Casey Graver, Human Resources Business Partner",(404) 715-1445,,2016-0244,5930
"Davis Vision Manufacturing Plant170 Express StreetPlainview, NY 11803",Eyecare,Nassau | WIB Name: OYSTER BAY | Region: Long Island,151,151,5/8/2017,"Separations will occur during the fourteen-day period, May 8, 2017 through May 21, 2017.",5/21/2017,Economic,Plant Closing,Plant Closing,"United Service Workers Union, IUJAT Local 947","Julie Colavencenzo, Director of Human Resources",(315)-445-7457,,2016-0248,5929
"Kmart Store #03837 Kmart Corporation 950 Ridge Road Webster, NY 14580",Department Store,Monroe | WIB Name: MONROE  | Region: Finger Lakes Region,62,62,5/4/2017,Separations will occur on or during the 14-day period  beginning on 8/2/2017.,8/2/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Michael Smith, Regional HR Director",(847) 286-5904,,2016-0247,5928
"Sodexo, Inc. (Stony Brook University)Mail Code 2020-Grn. Bldg.Gym RdStony Brook, NY 11794-2020",Food Services Operations,Suffolk County | WIB Name: SUFFOLK | Region: Long Island,357,357,3/8/2017Amended: 5/5/2017,Separations will occur on or about 5/26/2017. Management separations will occur on 6/23/2017.,5/26/2017,Loss of Contract to provide campus dining services.,Plant Closing,Plant Closing,LOCAL 1102 RWDSU UFCW,"Curtis Stancil SPHR, SHRM-SCP, Human Resources Business Partner Director University Segment Northeast Region",(860) 546-6547,,2016-0176,5927
"Rides Unlimited of New York, Inc. dba Rides Unlimited of Nassau/Suffolk108 Hoffman LaneIslandia, NY 11749",Not for profit for-hire passenger transportation company,Suffolk | WIB Name: SUFFOLK | Region: Long IslandCounty: Queens | WIB Name: NEW YORK CITY | Region: New York City,213 (total for both sites),178,5/5/2017,8/4/2017,8/4/2017,Asset Sale to We Transport-Towne Bus and Guardian Bus.,Plant Closing,Plant Closing,"United Service Workers Union, Local 355","Robert S.Budd, Chief Executive Officer",(516) 870-1614,,2016-0245,5926
"Executive Jet Management 38 Loop Road White Plains, NY 10604",Leader in worldwide aircraft management and private jet charter services,Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson,54,"54 (includes Line Services, Repair Station and Guest Services employees)",12/6/2016Amended: 5/7/2017,"All separations will occur between August 7, 2017 and August 21, 2017.",8/21/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Linda Blessing, Vice President Human Resources",(513) 979-6019,,2016-0099,5925
"Webster Hall Entertainment Corp.125 E 11th StreetNew York, NY 10003",Nightclub and concert venue,New York | WIB Name: NEW YORK CITY | Region: New York City,267,267,5/4/2017,8/9/2017,8/9/2017,Sale of business.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Theron Mirabile, VP- Finance and Administration",(212) 353-1600 ext. 205,,2016-0243,5923
"IPRO Regional Office20 Corporate Woods Boulevard, First FloorAlbany, NY 12211",Health Care Service Contracts,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital County: Nassau | WIB Name: HEMPSTEAD | Region: Long IslandCounty: New York | WIB Name: NEW YORK CITY | Region: New York City,162 (total affected workers at all nine sites),2,5/1/2017,8/30/2017,-----,Loss of Contract to Public Consulting Group.,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Donna Rodriguez, Sr. Director of Human Resources",(516) 209-5425,,2016-0234,5922
"Cabana Midtown LLC 1022 3rd Ave New York, NY  10065",Restaurant,New York | WIB Name:  NEW YORK CITY | Region:  New York City,43,43,4/25/2017,7/31/2017,7/31/2017,Loss of lease for the restaurant.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Elisa Frechter, Human Resource Analyst",(561) 716-1353,,2016-0233,5920
"Kellogg SnacksTruck Station Away (TSA)695 Rotterdam Industrial ParkSchnectady, NY13212",Truck Station,Schnectady | WIB Name:CAPITAL DISTRICT | Region:Capital Region,5,5,4/28/2017,"Separations are expected to occur on the 14-day period beginning on July 29, 2017.",7/29/2017,Economic,Plant Closing,Plant Closing,"International Brotherhood of Teamsters, Local 294","Joseph Lierz, Director of Labor Relations",(269) 924-2228,,2016-0230,5918
"Kellogg SnacksTruck Station Away (TSA)720 Azon RoadJohnson City, NY 13796",Truck Station,Broome | WIB Name:BROOME/TIOGA | Region:Southern Region,6,6,4/28/2017,"Separations are expected to occur on the 14-day period beginning on July 29, 2017.",7/29/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Joseph Lierz, Director of Labor Relations",(269) 924-2228,,2016-0232,5917
"Kellogg Snacks Truck Station Away (TSA)736 East Saile DriveBatavia, NY 14020",Truck Station,Genesee | WIB Name: GLOW | Region: Finger Lakes,11,11,4/28/2017,"Separations to occur on the 14-day period beginning on July 29, 2017.",7/29/2017,Economic,Plant Closing,Plant Closing,"International Brotherhood of Teamsters, Local 264","Joseph Lierz, Director of Labor Relations",(269) 924-2228,,2016-0231,5916
"Kellogg Snacks (Distribution Center)7350 Round Pond RoadN. Syracuse, NY 13212",Distribution center,Onondaga | WIB Name: ONONDAGA | Region: Central,255,255,4/28/2017,"Separations are expected to occur for the Syracuse Distribution Center on the 14-day period beginning on July 29, 2017 and the 14-day period beginning on August 4, 2017 for Snacks Retail Execution employees.",8/4/2017,Economic,Plant Closing,Plant Closing,"International Brotherhood of Teamsters, Local 294","Joseph Lierz, Director of Labor Relations",(269) 924-2228,,2016-0229,5914
"GTA Americas, LLC(Operations and Finance depts)5 Pennsylvania PlazaNew York, NY 10001",Provide ground travel products and services to the travel industry.,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,2,4/27/2017,Employee separations commence during the14-day period starting on 7/28/2017.,7/28/2017,Outsourcing of its Operations and Finance departments.,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Linda Petrone, Head of Human Resources, Americas",(212) 376-5460,,2016-0228,5913
"Gander Mountain Company8635 Clinton StreetNew Hartford, NY13413",Retail network of outdoor specialty stores.,Oneida | WIB Name:HMO | Region:Mohawk Valley Region,32,32,4/25/2017,"Separations are expected to occur between July 30, 2017 and August 12, 2017.",8/12/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,Jay Tibbets,(651) 325-4414,,2016-0227,5912
"Medicaid NCC Customer ServiceAnthem9 Pine StreetNew York, NY10005",Customer Service,New York | WIB Name:NEW YORK CITY | Region:New York City,86,86,4/25/2017,7/29/2017,7/29/2017,Economic,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Lattoya McCoy, Human Resources Business Partner",(757) 473-2737,,2016-0226,5910
"Auburn Armature, Inc.70 Wright Circle, P.O. Box 870Auburn, NY 13021",Distributor of electrical equipment,Cayuga | WIB Name: CAYUGA/CORT | Region: Central RegionCounty: Albany | WIB Name: CAPITAL DISTRICT | Region: Capital RegionCounty: Broome | WIB Name: BROOME/TIOGA | Region: Southern RegionCounty: Erie | WIB Name: ERIE | Region: Western RegionCounty: Monroe | WIB Name: MONROE | Region: Finger Lakes RegionCounty: Onondaga | WIB Name: ONONDAGA | Region: Central Region,118 (all six sites),64,4/21/2017,"Separations may occur or commence within the 14-day period from July 20, 2017 to August 2, 2017.",8/2/2017,Sale of business,Possible Plant Closing,Possible Plant Closing,The affected workers are not represented by a union.,"Judy Rosello, Human Resources Consultant",(315) 294-9127,,2016-0217,5908
"Eastman Kodak Company (Kodak Office)343 State StreetRochester, NY 14650",Photographic equipment and supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes,-----,1,4/20/2017,7/18/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Pamela J. Fantauzzo, HR Specialist",(585) 724-7080,,2016-0225,5907
"Morgans Hotel237 Madison AvenueNew York, NY 10016",Hotel Management,New York | WIB Name: NEW YORK CITY | Region: New York City,57,57,4/24/2017,7/14/2017,7/14/2017,Economic,Plant Closing,Plant Closing,New York Hotel & Motel Trades Council,"Cara Ciuffani, Vice President and Senior Counsel",(212) 277-4173,,2016-0224,5906
"M&G DuraVent, Inc. 10 Jupiter LaneColonie, NY 12205",Venting/Chimney industry.,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital,94,50,1/23/2017Amended: 4/24/2017,"Most separations will take place on April 28, 2017, and run through June 30, 2017.",-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a Union.,"Cathy Winne, Human Resources Manager",(518) 649-9732,,2016-0139,5904
"Big Kmart Store #03201Kmart Corporation - Sears Holdings2660 Hyland Blvd.Staten Island, NY 10306",Department Store,Richmond | WIB Name: NEW YORK CITY | Region: New York City,164,164,4/21/2017,"Separations are expected to occur on July 20, 2017, or during the 14-day period commencing on that date.",7/20/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Michael Smith, Regional Human Resources Director",(847) 286-5904,,2016-0223,5903
"Hurley Ridge Market295-1, 4 Route 375West Hurley, NY 12491",Supermarket,Ulster | WIB Name: ULSTER | Region: Mid-Hudson Region,60,60,4/21/2017,7/20/2017,8/2/2017,Acquired by HR Market LLC.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,Kate Epstein,(845) 679-8121,,2016-0215,5902
"Montauk Student Transport, LLC2345 Hollers AvenueBronx, NY10475",Student Bus Transportation,Bronx | WIB Name:NEW YORK CITY | Region:New York City,250,116,4/21/2017,9/1/2017,-----,Loss of contract with BEPT School District.,Plant Layoff,Plant Layoff,"Local 100, Transport Workers Union, AFL-CIO","John Mensch, Owner",(631) 345-9600,,2016-0216,5901
"Elite Daily Inc.30 W. 24th StreetNew York, NY10010",American online news platform geared for the millennial reader.,New York | WIB Name:NEW YORK CITY | Region:New York City,94,47,4/17/2017,Layoffs will occur between 4/17/2017 and 4/30/2017.,7/17/2017,Sale of business.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Suzanna Fayman, HR Director - Daily Mail",(212) 402-9116,,2016-0213,5900
"PHH Mortgage Corporation 1760 Wehrle Drive Williamsville, NY 14221",Real Estate Credit,Erie | WIB Name: ERIE |  Region: Western  Region,78,7,4/21/2017,7/28/2017,7/1/2017,Reduction in loan originations,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Terence P. Zirnheld, Director, HR Business Partner",(856) 917-3312,,2016-0214,5899
"The Fresh Market, Inc. 8285 Jericho Turnpike Woodbury, NY 11797",Grocery store,Nassau | WIB Name: OYSTER BAY  | Region: Long Island,47,47,4/18/2017,7/22/2017,5/3/2017,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Anne  Oreskovich, Human Resources Business Partner",(336) 207-3769,,2016-0212,5897
"J.C. Penney Corporation, Inc. Pallisades Center Mall1403 Palisades Center DriveWest Nyack, NY 10994",Retail Store,Rockland County | WIB Name: ROCKLAND | Region: Mid-Hudson,89,89,3/16/2017Amended: 4/17/2017,7/31/2017,7/31/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Robert Campbell, General Manager",(845) 348-0382,,2016-0178,5896
"Soho Studio Corp.800 Snediker AvenueBrooklyn, NY 11207",Soho Studio is the leader in design and quality of the largest diversified collection of mosaic tiles and unique building products.,Kings | WIB Name: NEW YORK CITY | Region: New York City,38,38,4/13/2017,7/14/2017,7/14/2017,"Transfer of office and warehouse operations to Delanco, NJ",Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Bracha Katz, Human Resources Manager",(718) 677-8453 x136,,2016-0210,5895
"Catholic Charities Neighborhood Services, Inc. Fidelis Parenting/Fatherhood Program440 Watkins StreetBrooklyn, NY 11212",Fidelis Parenting/Fatherhood Program,Kings | WIB Name: NEW YORK CITY | Region: New York City,6,6,4/7/2017,7/6/2017,7/6/2017,Loss of funding for program.,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Jacqueline Gibbons, Senior Vice Preident of Human Resources",(718) 722-6181,,2016-0209,5891
"GTA Americas, LLCOperations & Finance Department5 Pennsylvania PlazaNew York, NY 10001",Provide ground travel products and services to the travel industry.,New York | WIB Name: NEW YORK CITY | Region: New York City,190,70,12/6/2016  Amended: 4/11/2017,3/6/2017,Employee separations will occur in phases and will begin during the14-day period starting on 3/6/2017 and run through the 14-day period starting on 12/31/2017.,Outsourcing of its Operations and Finance departments.,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a Union.,"Linda Petrone, Head of Human Resources, Americas",(212) 376-5460,,2016-0096,5890
"Ralph Lauren CorporationIT/Ecommerce Unit601 West 26th StreetNew York, NY 10001","Apparel Design, Manufacturing and Retail",New York | WIB Name: NEW YORK CITY | Region: New York City,72 (total unit employees),64,4/4/2017,The date of separations will commence on 4/14/2017 and continue through 6/30/2017.,6/30/2017,Economic,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Jonathan Shiffman, Esq, Vice President & Associate General Counsel",(212) 705-8281,,2016-0205,5887
"First Student, Inc.1 Wallkill AvenueWallkill, NY 12589",School bus transportation services.,Ulster | WIB Name: ULSTER | Region: Mid-Hudson,238 (total employees),125,4/1/2017,6/30/2017,6/30/2017,Loss of The Valley Central and Wallkill School Districts contract.,Plant Closing,Plant Closing,The Teamsters Local 445,"Melissa Reynolds, Region Human Resources Manager",(607) 346-6820,,2016-0204,5886
"Ralph Lauren Retail, Inc.711 Fifth AvenueNew York, NY 10022",Retail Store,New York | WIB Name: NEW YORK CITY | Region: New York City,125,125,4/4/2017,4/29/2017,4/29/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Jonathan Shiffman, Esq., Vice President and Associate General Counsel",(212) 705-8281,,2016-0207,5885
"Guardian News & Media, LLC222 BroadwayNew York, NY 10038",Provide news for an online global audience.,New York | WIB Name: NEW YORK CITY | Region: New York City,10,10,4/3/2017,Separations will occur on 3/31/2017 for eight affected workers and on 6/30/2017 for two afftected workers.,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Chris Gherardi, Director of Human Resources, US",(917) 900-4672,,2016-0203,5884
"Esplanade of White Plains Venture Partnership d/b/a The Esplanade 95 South BroadwayWhite Plains, NY 10601",Senior Residences,Westchester | WIB Name: WESTCH/PTNM | Region: Mid-Hudson,65,65,4/15/2016 Amended: 5/25/2017,14-day period beginning on 7/14/2016(2 layoffs extended from 14-day period starting on 5/19/2017 to 14-day period starting on 8/18/2017).,8/18/2017 or within 14-days thereafter,Multi-year overhaul of building,Plant Closing,Plant Closing,UNITE HERE Local 100,"Joseph Kaufman, Controller",(914) 761-8100 ext 7124,,,5883
"Chartwells Dining Services c/o Elmira CollegeOne Park PlaceElmira, NY 14901",Food Services,Chemung | WIB Name: CSS | Region: Southern,105,105,3/29/2017Amended: 4/6/2017,6/10/2017,6/10/2017,Loss of Contract,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Denise Swedish, Field HR Consultant, Compass Group USA, Inc.",(518) 235-9165,,2016-0193,5882
"Kellogg Snacks Hauppauge Distribution Center 55 Gilpin AvenueHauppauge, NY 11788",Distribution center,Suffolk | WIB Name: SUFFOLK | Region: Long Island,16,16,4/6/2017,"The employment separations are expected to occur on the 14-day period between July 8 and July 21, 2017 for hourly employees and August 8 through August 21, 2017 for salaried employees.",8/21/2017,Economic,Plant Closing,Plant Closing,International Brotherhood of Teamsters Local 560,"Joseph Lierz, Director of Labor Relations",(269) 924-2228,,2016-0202,5881
"Kellogg SnacksOrangeburg Distribution Center29 Corporate DriveOrangeburg, NY 10962",Distribution center,Rockland | WIB Name: ROCKLAND | Region: Mid-Hudson,25,25,4/6/2017,"The employment separations are expected to occur on the 14-day period between July 8 and July 21, 2017 for hourly employees and August 8 through August 21, 2017 for salaried employees.",8/21/2017,Economic,Plant Closing,Plant Closing,International Brotherhood of Teamsters Local 560,"Joseph Lierz, Director of Labor Relations",(269) 924-2228,,2016-0201,5880
"NH Jolly MadisonTowers Hotel22 East 38th StreetNew York, NY 10016",Hotel,New York | WIB Name: NEW YORK CITY | Region: New York City,81,81,3/30/2017,6/30/2017,6/30/2017,Hotel closing for renovations.,Plant Closing,Plant Closing,New York Hotel and Motel Trades Council AFL-CIO and UNITE HERE,"Cary Blenner, Director of Human Resources",(212) 802-0600 ext. 7167,,2016-0199,5879
"Otsar Early Childhood Center2324 West 13th StreetBrooklyn, NY 11223",Childcare center,Brooklyn | WIB Name: NEW YORK CITY | Region: New York City,61,61,3/24/2017,6/30/2017,6/30/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Meir Zev Pick, Controller of Otsar ECC",(718) 946-7301 (ext.281),,2016-0200,5877
"Community Program Centers of Long Island, Inc. Early Discoveries Center Childcare program2210 Smithtown AvenueRonkonkoma, NY 11779",Childcare program,Suffolk | WIB Name: SUFFOLK | Region: Long Island,112,33,3/29/2017,6/30/2017,6/30/2017,Economic,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Jayne Mancusi, Director of Human Resources",(631) 232-0011,,2016-0198,5876
"PHH Mortgage Corporation1760 Wehrle DriveWilliamsville, NY 14221",Real Estate Credit,Erie | WIB Name: ERIE | Region: Western,145,69,3/17/2017,6/30/2017,During the second half of 2017.,Reduction in loan originations,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Terence P. Zirnheld, Director, HR Business Partner",(856) 917-3312,,2016-0180,5875
"PHH Mortgage Corporation1760 Wehrle DriveWilliamsville, NY 14221",Real Estate Credit,Erie | WIB Name: ERIE | Region: Western,254,80,12/15/2016 Amended: 3/30/2017,"The second round of layoffs is scheduled to begin within fourteen days of March 31, 2017. Layoff date postponed for one individual from March 31, 2017 to May 26, 2017.",During the second half of2017.,Reduction in loan originations,Plant Closing,Plant Closing,The affected workers are not represented by a Union.,"Terence P. Zirnheld, Director, HR Business Partner",(856) 917-3312,,2016-0102,5874
"Railex, LLC105 Rotterdam Industrial Park, Bldg. 105Rotterdam, NY 12306",Unload Train Cars,Schenectady | WIB Name: CAPITAL DISTRICT | Region: Capital,138,138,3/28/2017,Separations are expected to occur during the 14-day period commencing on 6/30/2017.,6/30/2017,Loss of Contract,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Jessica Leuci, CFO",(631) 591-5373,,2016-0189,5873
"ACHIEVE NY (Country Valley Industries - CVI)125 Cutler Pond RoadBinghamton, NY 13905",Help to provide employment for individuals with intellectual and developmental disabilities.,Broome | WIB Name: BROOME/TIOGA | Region: Southern Tioga | WIB Name: BROOME/TIOGA | Region: Southern,35 (total employees at all four locations),5,3/28/2017,The first separation of employees will be no sooner than 6/29/2017. Separations will continuethrough the closure of the manufacturing unit on 9/30/2017.,9/30/2017,Economic,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,"Jamie Striley, VP Human Resources",(607) 352-3373,,2016-0194,5872
"Chartwells Dining Services c/o Elmira CollegeOne Park PlaceElmira, NY 14901",Food Services,Chemung | WIB Name: CSS | Region: Southern,105,105,3/29/2017,6/30/2017,6/30/2017,Loss of Contract,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Denise Swedish, Field HR Consultant, Compass Group USA, Inc.",(518) 235-9165,,2016-0193,5871
"Koi NY Downtown, LLC d/b/a Koi SoHo246 Spring StreetNew York, NY 10013",Restaurant,New York | WIB Name: NEW YORK CITY | Region: New York City,85,85,3/23/2017,6/19/2017,6/19/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Suzanne Chou, General Counsel",(310) 659-1555 (ext. 103),,2016-0191,5870
"Eton Park Capital Management, L.P.399 Park Avenue #10New York, NY 10022",A global alternative investment firm.,New York | WIB Name: NEW YORK CITY | Region: New York City,53,53,3/27/2017,6/30/2017,7/31/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,Terry Davis,(212) 756-5367,,2016-0192,5869
"M&G DuraVent, Inc. 10 Jupiter LaneColonie, NY 12205",Venting/Chimney industry.,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,94,53,1/23/2017Amended: 3/29/2017,"Most separations will take place on April 28, 2017, and run through June 30, 2017.",-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a Union.,"Cathy Winne, Human Resources Manager",(518) 649-9732,,2016-0139,5868
"Exclusive Group Travel999 Stewart Avenue, Suite 210Bethpage, NY 11714",Travel services,Nassau | WIB Name: OYSTER BAY | Region: Long Island,116,116,3/28/2017,7/2/2017,7/2/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Jodi Baldassin, Vice President, Human Resources",(516) 828-8214,,2016-0190,5867
"bebe stores, Inc.1 W 34th StreetNew York, NY10001",Clothing Store,New York | WIB Name:NEW YORK CITY | Region: New York City,16,16,3/27/2017 Amemded:5/23/2017,5/27/2017 (14 layoffs extended from 5/27/2017 to 5/31/2017).,5/31/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Kristin Jaramillo, Director of Human Resources",(213) 362-2456,,2016-0188,5866
"Allenair CorporationA.K. Allen Co., Inc.Allen Avionics, Inc.255 East Second StreetMineola, NY 11501",Manufacturer of cylinders and accessories.,Nassau | WIB Name: HEMPSTEAD | Region: Long Island,69,69,3/23/2017,"Employees' separation of employment will occur (a) between June 21, 2017 and July 5, 2017; (b) between July 21, 2017 and August 4, 2017; or (c) between September 5, 2017 and September 19, 2017.",9/19/2017,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Timothy Byrnes, Assistant Secretary",(516) 747-5450,,2016-0187,5865
"The Research Foundation for The State University of New YorkSmart System Technology and Commercialization Center (STC)5450 Campus DriveCanandaigua, NY14424",Research and Development,Ontario | WIB Name: FINGER LAKES | Region:Finger Lakes Region,30,30,3/24/2017,6/23/2017,6/23/2017,"Transfer ownership of its STC facility to Akoustis Technologies, Inc.",Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Christy Spadaro, Associate VP for Sponsored Programs Human Resources",(518) 956-7293,,2016-0186,5864
"Durham School Services, L.P.830 S. Pearl StreetAlbany, NY 12202",School Transportation Services,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital,216,216,3/24/2017,Separations will occur during the fourteen (14) day period beginning from 6/23/2017 to 7/7/2017.,-----,Loss of Contract,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Christine Matheou, General Manager",(518) 598-0600,,2016-0185,5863
"Altice USA80 Grumman Rd.Bethpage, NY 11714","A multinational cable, fiber, telecommunications, contents and media company.",Nassau | WIB Name: OYSTER BAY | Region: Long Island,98,87,3/20/2017,6/21/2017,6/21/2017,Transitioning warehouse functions to new location.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Paul Hilber, Senior VP, Human Resources Business Partner",(516) 803-2426,,2016-0184,5862
"Beth Abraham Nursing Home612 Allerton AvenueBronx, NY 10467",Nursing Home,Bronx | WIB Name: NEW YORK CITY | Region: New York City,580,580,3/4/2016Amended: 3/9/2017,The effective date of the closing changed from 11/30/2016 to 3/15/2017.,3/15/2017,Sale of facility to Centers Health Care,Plant Closing,Plant Closing,"1199 National Health and Human Services Employment Union, SEIU-UHWE and New York State Nurses Association","Melissa Nagelbush, Senior HR Manager",(347) 978-3980,,2016-0085,5861
"East End Bus Lines, Inc.3601 Horseblock RoadMedford, NY 11763",Student Transportation for Longwood and South Country School Districts,Suffolk County | WIB Name: SUFFOLK | Region: Long Island,255,255,3/15/2017,6/26/2017,6/26/2017,Possible contract lost with Longwood and South Country School Districts.,Possible Plant Closing,Possible Plant Closing,"Local 1205 – International Brotherhood of Teamsters, AFL-CIO","John Mensch, Owner",(631) 345-9600,,2016-0182,5860
"The Dumont NYC150 East 34th StreetNew York, NY 10016",Hotel services,New York | WIB Name: NEW YORK CITY | Region: New York City,79,79,3/16/2017,6/19/2017,6/19/2017,Economic,Plant Closing,Plant Closing,"UNITE HERE and New York Hotel & Motel Trades Council, AFL-CIO","Stephen Alfieri, Regional Director of Human Resources",(212) 465-3539,,2016-0183,5859
"Suffolk County National Bank (merger of SCNB into People's United Bank N.A.)4 West Second StreetRiverhead, NY 11901",Bank,Suffolk | WIB Name: SUFFOLK | Region: Long Island,67 (Total affected at both sites),57,10/28/2016Amended: 3/20/2017,"Separations will begin on April 1, 2017 and continue through December 31, 2017.",-----,"People’s United Financial, Inc., the holding company for People’s United Bank, N.A. is acquiring Suffolk Bancorp, the holding company for Suffolk County National Bank.",Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Kathleen Spellman, Human Resources Manager",(631) 208-2314,,2016-0070,5858
"Bostwick Laboratories, Inc.100 Charles Lindbergh BoulevardUniondale, NY 11553",A full-service laboratory specializing in uropathology.,Nassau County | WIB Name: HEMPSTEAD | Region: Long Island,128,128,3/13/2017,5/1/2017,5/1/2017,Sale of business,Possible Plant Closing,Possible Plant Closing,The affected workers are not represented by a union.,"Jerry Diffley, Chief Operating Officer/Chief Compliance Officer",(516) 512-5213,,2016-0181,5857
"Cenveo CorporationBuffalo Quality Park Envelope Facility100 Centre DriveOrchard Park, NY 14127",Management and distribution of print and related offerings.,Erie | WIB Name: ERIE | Region: Western Region,111,111,2/17/2017Amended: 3/17/2017,"Most employees affected by the plant closing are expected to be permanently laid off between April 17, 2017 and May 18, 2017.","Facility operations will close between April 17, 2017 and June 16, 2017.",Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Dean Allison, Regional Director of Human Resources","(814) 944-6881, ext.208",,2016-0154,5856
"Linden Care, LLC130 Crossways Park Drive, Suite 130Woodbury, NY 11797",Concierge pharmacy services,Nassau | WIB Name: OYSTER BAY | Region: Long Island,58,29,3/15/2017,6/15/2017,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Jeffrey Pai, Human Resources Manager",(516) 422-8440,,2016-0179,5855
