Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"SUNY Downstate Medical Center at LICH - StaffCo.339 Hicks StreetBrooklyn, NY 11201",Medical Center,Kings | WIB Name: NEW YORK CITY | Region: New York City,1666,1666,3/25/2013 Amended 6/18/2013,Layoffs are postponed to occur between 8/1/2013 and 8/14/2013,postponed to occur between 8/1/2013 and 8/14/2013,Economic,Plant Closing,Plant Closing,"1199 SEIU United Healthcare Workers East, New York State Nurses Association","Francesca Tinti, Assistant Vice President for Human Resources",(718) 780-1500,4175
"Daikin McQuay4900 Technology Park BoulevardAuburn, NY 13021",Air conditioning manufacturing,Cayuga | WIB Name: CAYUGA/CORT| Region: Central Region,307,307,6/18/2013,"Will occur in phases between 9/23/2013 and 10/4/2013 and 3/2014, 8/2014 & 12/31/2014.",12/31/2014,Economic,Plant Closing,Plant Closing,"United Steelworkers, Local 32","Elizabeth J. Hoey, Director, Human Resources",(315) 282-6296,4174
"Durso Associates, Inc.1769 Second AvenueNew York, NY 10128",Supermarket,New York | WIB Name: NEW YORK CITY| Region: New York City,73,73,6/19/2013,-----,9/15/2013,Economic,Plant Closing,Plant Closing,"Local 338 RWDSU/UFCW & Local 342, UFCW","Frank Durso, General Store Manager",(201) 692-9411,4173
"GDF SUEZ Energy North America, Inc. @ the Syracuse Energy Corp Plant56 Industrial DriveSyracuse, NY 13204",Energy Company,Onondaga | WIB Name: ONONDAGA| Region: Central Region,24,24,6/17/2013,-----,Layoffs and closing will occur within a 90 window beginning on or after 9/12/2013.,Economic,Plant Closing,Plant Closing,Employees do not have bumping rights.,"Frank Dobrinski, Director of Human Resources",(617) 866-8728,4172
"Sodexo, Inc. (at Merrill Lynch)225 Liberty Street, 3rd Floor CaféNew York, NY 10280",Café Food Services,New York | WIB Name: NEW YORK CITY | Region: New York City,32,32,6/14/2013,Initial separations will occur on 6/28/2013.,"Sodexo, Inc. will close on 6/28/2013and separations will begin same day. The remaining Catering and Kiosk operations are scheduled to close on or about August/September 2013.",Loss of contract with Merrill Lynch,Plant Closing,Plant Closing,Unite Here Local 100,"Ms. Mahlet Tesfatsion, Senior HR Manager",(646) 957-3290,4171
"JPMorgan Chase & Co. Mortgage Bank Default Operations (Call Center)231 East AvenueAlbion, NY 14411",Call Center,Orleans | WIB Name: GLOW| Region: Finger Lakes Region,-----,412,6/7/2013Amended 6/12/2013,-----,9/9/2013,Economic,Plant Closing,Plant Closing,"The affected employees are not represented by a union, and bumping rights do not exist.","Caren S. Feldman, Corporate Employee Relations",(201) 599-6647,4170
"Knight Capital Americas LLC320 Park AvenueNew York, NY 10022",Broker/Dealer for equity securities,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,15,6/12/2013,First separations occurred on 3/28/2013,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist.,"Bronwen Bastone, Senior Managing Director – Human Resources",(201) 557-6861,4169
"International Business Machines Corporation (IBM)2070 Route 52Hopewell Junction, NY 12533",Computer Mfg,Dutchess | WIB Name: DUTCHESS | Region: Mid-Hudson Region,-----,369,6/12/2013,9/10/2013,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist,Diego Chiarandini/ Michael Dale,(845) 894-4326/(845) 435-1833,4168
"The Vestal Group, Inc.123 William Street, Suite 1700New York, NY 10038",Affinity Shopper Marketing Organization,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,4,6/2/2013Amended 6/12/2013,Will occur on 7/31/2013,-----,Contract Loss,Plant Closing,Plant Closing,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4167
"Studio Imprint, Inc.123 William Street, Suite 1700New York, NY 10038",Printing,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,3,6/2/2013Amended 6/12/2013,Will occur on 7/31/2013,-----,Contract Loss,Plant Closing,Plant Closing,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4166
"GHV of NY, Inc.123 William Street, Suite 1700New York, NY 10038",Media and events company,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,4,6/4/2013Amended 6/12/2013,Will occur on 7/31/2013,-----,Contract Loss,Possible Plant Closing,Possible Plant Closing,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4165
"From A to Si Translations123 William Street, Suite 1700New York, NY 10038",Translation Services,New York | WIB Name: NEW YORK CITY| Region: New York City,\-----,2,6/2/2013Amended 6/12/2013,Will occur on 7/31/2013,-----\,Contract Loss,Plant Closing,Plant Closing,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4164
"Don Coleman Advertising, Inc. d/b/a GlobalHue123 William Street, Suite 1700New York, NY 10038",Advertising agency,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,61,6/2/2013Amended 6/12/2013,Will occur on 7/31/2013,-----,Contract Loss,Possible Plant Closing,Possible Plant Closing,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4163
,Financial Services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,4,6/2/2013 Amended 6/11/2013,Will occur between 7/31/2013 and 9/13/2013,-----,Contract Loss,Plant Layoff,Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4160
,Printing,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,3,6/2/2013  Amended 6/11/2013,Will occur between 7/31/2013 and 9/13/2013,-----,Contract Loss,Plant Layoff,Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4159
,Translation Services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,2,6/2/2013  Amended 6/11/2013,Will occur between 7/31/2013 and 9/13/2013,-----,Contract Loss,Plant Layoff,Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4158
,Financial Services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,4,6/4/2013  Amended 6/11/2013,Will occur between 7/31/2013 and 9/13/2013,-----,Contract Loss,Plant Layoff,Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4157
,Advertising agency,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,61,6/2/2013 Amended 6/11/2013,Will occur between 7/31/2013 and 9/13/2013,-----,Contract Loss,Plant Layoff,Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4156
"JPMorgan Chase & Co. Mortgage Bank Originations Operations4 Chase MetroTech CenterBrooklyn, NY 11245",Mortgage Bank Originations Operations,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,35,6/7/2013,-----,9/4/2013,Economic,Plant Unit Closing,Plant Unit Closing,"The affected employees are not represented by a union, and bumping rights do not exist.","Caren S. Feldman, Corporate Employee Relations",(201) 599-6647,4152
"JPMorgan Chase & Co. Mortgage Bank Default Operations (Call Center)231 East AvenueAlbion, NY 14411",Call Center,Orleans | WIB Name: GLOW | Region: Finger Lakes Region,-----,412,6/7/2013,-----,9/4/2013,Economic,Plant Unit Closing,Plant Unit Closing,"The affected employees are not represented by a union, and bumping rights do not exist.","Caren S. Feldman, Corporate Employee Relations",(201) 599-6647,4151
"Zynga Inc. (Zynga Mobile)632 Broadway, 11th FloorNew York, NY 10012",Developer/maker of on-line social games,New York | WIB Name: NEW YORK CITY | Region: New York City,56,56,6/7/2013,6/3/2013,8/2/2013,Economic,Plant Closing,Plant Closing,The affected employees are not represented by a union.,Amanda Spitz,(954) 232-0695,4150
"Eastman Kodak Company (Eastman Park)1669 Lake AvenueRochester, NY 14650",Photographic equipment and Supplies,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,-----,61,6/6/2013,8/28/2013,-----,Economic,Plant Layoff,Plant Layoff,The affected employees are not represented by a union. Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, HR Americas Employee Services",(585) 781-1896,4148
"Totsy, Inc.75 Broad Street, 15th FloorNew York, NY 10004",Children's clothing,New York | WIB Name: NEW YORK CITY| Region: New York City,83,83,5/16/2013Amended 6/4/2013,some layoffs have been postponed to occur on 6/24/2013 or within the 14 days thereafter,5/31/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist. No employees are represented by a union.,"Lisa Kennedy, Chief Executive Officer",(212) 729-0342,4146
"GHV of NY, Inc.123 William Street, Suite 1700New York, NY 10038",Financial Services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,4,6/4/2013,Will occur between 8/30/2013 and 9/13/2013,-----,Possible Contract Loss,Potential Plant Layoff,Potential Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4145
"Bendiner & Schlesinger, Inc. Medical Laboratories Headquarters140 58th Street, Brooklyn Army Terminal, Bldg B, Unit 8DBrooklyn, NY 11220",Medical Laboratories,Kings/Bronx/Richmond | WIB Name: NEW YORK CITY| Region: New York CityWestchester | WIB Name: WESTCHESTER| Region: Mid-Hudson Region,238,238,2/19/2013Amended 6/2/2013,Some layoffs will be postponed to occur during the 14-day period between 6/3/2013 and 6/17/2013,approximately 5/15/2013,Sale of company's assets,Plant Closing,Plant Closing,1199SEIU,"Peter Stein, Executive Vice President",(212) 254- 2300 Ext 5132,4144
"From A to Si Translations123 William Street, Suite 1700New York, NY 10038",Translation Services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,2,6/2/2013,Will occur between 8/30/2013 and 9/13/2013,-----,Possible Contract Loss,Potential Plant Layoff,Potential Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4143
"Studio Imprint, Inc.123 William Street, Suite 1700New York, NY 10038",Printing Services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,3,6/2/2013,Will occur between 8/30/2013 and 9/13/2013,-----,Possible Contract Loss,Potential Plant Layoff,Potential Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4142
"The Vestal Group, Inc.123 William Street, Suite 1700New York, NY 10038",Financial Services,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,4,6/2/2013,Will occur between 8/30/2013 and 9/13/2013,-----,Possible Contract Loss,Potential Plant Layoff,Potential Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4141
"Don Coleman Advertising, Inc. d/b/a GlobalHue123 William Street, Suite 1700New York, NY 10038",Advertising agency,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,61,6/2/2013,Will occur between 8/30/2013 and 9/13/2013,-----,Possible Contract Loss,Potential Plant Layoff,Potential Plant Layoff,Employees do not have bumping rights and there is no bargaining unit involved.,Lisa Laporte,(248) 223-8937,4140
"ProHealth Care Associates, LLP1061 N. BroadwayN. Massapequa, NY 11758",Medical health management services,Oyster Bay | WIB Name: OYSTER BAY| Region: Long Island,7,7,5/31/2013,-----,8/31/2013,Private ownership,Plant Closing,Plant Closing,No bumping rights exist.,"Gina Schroeter, Vice President of Human Resources",(516) 622-6056,4139
"ProHealth Corp.1061 N. BroadwayN. Massapequa, NY 11758",Medical health management services,Oyster Bay | WIB Name: OYSTER BAY | Region: Long Island,17,17,5/31/2013,-----,8/31/2013,Private Ownership,Plant Closing,Plant Closing,No bumping rights exist.,"Gina Schroeter, Vice President of Human Resources",(516) 622-6056,4138
"Petri Baking Products, Inc.18 Main StreetSilver Creek, NY 14136",Bakery and Bakery Products,Chautauqua | WIB Name: CHAUTAUQUA| Region: Western Region,143,143,1/3/2013Amended 5/30/2013,"Layoffs will commence on June 15, 2013.",To occur between 6/15/13 and 6/28/13,Economic,Plant Closing,Plant Closing,The employees are not represented by a union.,"Alice Clark, Vice President, Labor and Employee Relations",(314) 877-7189,4137
"Acme Bus Corporation/Baumann and Sons Buses, Inc. 351-4 Old Riverhead RoadWesthampton, NY 11977",Bus transportation services for the Suffolk County Pre-K Program.,Suffolk | WIB Name: SUFFOLK| Region: Long Island,70,70,3/22/2013Amended 5/30/2013,-----,6/30/2013,Contract loss with the Suffolk County Pre-K Program to provide bus transportation services.,Possible Plant Closing,Plant Closing,IBT Local 1205,"James J. Poisella, Jr., Director of Human Resources","(631) 471-4600, extension #111",4136
"American Medical Response930 Flushing AvenueBrooklyn, NY 11206",Medical transport service,Kings | WIB Name: NEW YORK CITY| Region: New York CitySuffolk | WIB Name: SUFFOLK| Region: Long Island,119,119,5/30/2013,-----,7/1/2013,Economic,Plant Closing,Plant Closing,No bumping or transfer rights exist.,"Tara Ricketts, Director of Human Resources",(812) 421-6500,4135
"MHN Services420 Lexington Avenue Suite 2903New York, NY 10005",Health Plan Administrators,New York | WIB Name: NEW YORK CITY| Region: New York City,27,27,5/29/2013,-----,9/6/2013,Economic,Plant Closing,Plant Closing,-----,"Celina Dalton, Director, Organization Effectivenes",(818) 676-7232,4134
"Citizens Telecommunications Company of New York, Inc. aka Frontier TelephoneJohnstown Network Operating Center137 Harrison StreetGloversville, NY 12078",Telecommunications Provider,Fulton | WIB Name: FMS| Region: Mohawk Valley Region,160,27,5/22/2013Amended 5/29/2013,Layoffs to occur between 8/23/2013 and 11/15/2013,-----,"Consolidation of Operating Centers to Allen, TX",Plant Unit Closing,Plant Unit Closing,International Brotherhood of Electrical Workers (IBEW) Local Union 363,"Joyce Robbins, Senior Human Resources Manager",(518) 773-6239,4133
"Pearson Education, Inc.10 Bank StreetWhite Plains, NY 10606",Printing and Publishing,Westchester | WIB Name: WESTCHESTER| Region: Mid-Hudson Region,-----,55,5/28/2013,First separation is expected to occur on 8/22/2013 and should be completed within a 14-day period,-----,Economic,Plant Layoff,Plant Layoff,-----,"Diana Barrera Torre, People Director",(914) 287-8115,4132
"New York Hilton Midtown Room Service Department Only1335 Avenue of the AmericasNew York, NY 10019",Hotel Room Service Department only,New York | WIB Name: NEW YORK CITY| Region: New York City,55,55,5/28/2013,-----,8/20/2013,Economic,Plant Unit Closing,Plant Unit Closing,New York Hotel & Motel Trades Council AFL-CIO,"George Dertouzos, Human Resources",(212) 261-5784,4131
"Direct Access Partners, LLC40 Wall Street, 42nd and 43rd FloorsNew York, NY 10005",Financial Services,New York | WIB Name: NEW YORK CITY| Region: New York City,47,47,5/21/2013Amended 5/28/2013,5/20/2013 through closing date of 5/31/2013,5/31/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Wael Sobby, Chief Administrative Officer",(212) 812-2057,4130
"Direct Access Partners, LLC40 Wall Street, 42nd and 43rd FloorsNew York, NY 10005",Financial Services,New York | WIB Name: NEW YORK CITY| Region: New York City,62 (at both locations),62 (at both locations),5/21/2013,5/20/2013 through closing date of 5/31/2013,5/31/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist.,"Wael Sobby, Chief Administrative Officer",(212) 812-2057,4128
"Citizens Telecommunications Company of New York, Inc. aka Frontier TelephoneJohnstown Network Operating Center137 Harrison StreetGloversville, NY 12078",Telecommunications Provider,Fulton | WIB Name: FMS| Region: Mohawk Valley Region,-----,27,5/22/2013,Layoffs to occur between 8/23/2013 and 11/15/2013,-----,Relocation of Operating Center,Plant Layoff,Plant Layoff,International Brotherhood of Electrical Workers (IBEW) Local Union 363,"Joyce Robbins, Senior Human Resources Manager",(518) 773-6239,4127
"Time Warner Cable109-15 14th AvenueCollege Point, NY 11356",Collections and retention,Queens | WIB Name: NEW YORK CITY | Region: New York City,-----,75,5/21/2013,8/19/2013,-----,Economic,Plant Layoff,Plant Layoff,"No union representation and no provision for transfer, bumping or reassignment.","Connie Ciliberti, Vice President, Human Resources-NNY & Northeast",(212) 420-5503,4126
"BorgWarner Morse TEC/Powerdered Metal Operation (PMO)3690 Luker RoadCortland, NY 13045",Automobile parts manufacturing & testing,Cortland | WIB Name: CAYUGA/CORT| Region: Central RegionCounty: Tompkins / WIB Name: TOMPKINS /Region: Southern Region,-----,25,1/18/2013 Amended: 5/20/2013,Layoffs will occur between 5/10/2013 and 10/31/2013.,Production will cease on 6/14/2013,Economic,Plant Closing,Plant Closing,Teamsters Local 317,"Michael Rubino, Senior Manager, Human Resources and Labor Relations",(607) 266-5247,4125
"Artio Global Investors330 Madison AvenueNew York, NY 10017(acquired by Aberdeen Asset Management PLC)",Investment Manager,New York | WIB Name: NEW YORK CITY| Region: New York City,120,94,5/20/2013,"Layoffs will occur between 5/21/2013 and December 31, 2013. 26 will remain with Aberdeen Asset Management PLC",5/21/2013,Aberdeen Asset Management PLC acquisition of Artio Global Investors 5/22/2013,Plant Closing,Plant Closing,"None of Artio Global Management, LLC’s employees are unionized.","Debbie Cooper, Head of Human Resources, Artio Global Management LLC Marika Tooze, Head of Human Resources – Americas, Aberdeen Asset Managment",Ms. Cooper (215) 297-3725/ Ms. Tooze (215) 405-5615,4124
"Gleacher & Company Securities Inc.1290 Avenue of the AmericasNew York, NY 10104",Savings and Securities,New York | WIB Name: NEW YORK CITY | Region: New York City,-----,33,5/20/2013,Between 5/4//2013 and 5/24/2013,------,Economic,Plant Layoff,Plant Layoff,No union representation and no bumping rights exist.,"James Minogue, Chief Human Resources Officer",(212) 273-7160,4122
,Phamaceutical distribution,Nassau | WIB Name: OYSTER BAY | Region: Long Island,96,96,5/14/2013 Amended 5/20/2013,-----,5/13/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist and the employees are not represented by any union.,Collette Taylor,(224) 205-8550,4121
"The Carriage House Companies, Inc.26 East Talcott StreetDunkirk, NY 14048",Manufacturing sandwich spreads/drink mix products,Chautauqua | WIB Name: CHAUTAUQUA | Region: Western Region,133,"133 (118 production employees and 15 administrative employees). As of this amendment, 18 production employees and 5 administrative employees have been released. All other employees have been absored in the Fredonia operations.",1/3/2013Amended: 5/20/2013,Some layoffs are postponed to occur between 5/6/2013 or within 14 days thereafter.,Production ceased - 4/12/2013,Economic,Plant Unit Closing,Plant Unit Closing,"Chapter 266, National Conference Firemen & Oilers District of Local 32 BJ/S.E.I.U.","Alice Clark, Vice President Labor & Employee Relations",(314) 877-7189,4120
"Xerox Business Services @ Xerox Federal Government Solutions501 Bleeker StreetUtica, NY 13501",Administrative support staff involved in Federal Student Loans,Oneida | WIB Name: HMO | Region: Mohawk Valley Region,158,55,5/17/2013,second phase of closing - 8/30/2013,December 2013,Loss of Service Contract,Plant Unit Closing,Plant Unit Closing,-----,"Janelle R. Burns, SPHR, Sr. HR Consultant",(801) 567-5466,4118
"JOFAZ Transportation, Inc.1 Coffey StreetBrooklyn, NY 11231",Transportation,Kings | WIB Name: NEW YORK CITY| Region: New York City,111,111,5/17/2013,-----,8/17/2013,Loss of N.Y.C.DOE Contract,Plant Closing,Plant Closing,Local 854 IBT,"Lenny D'Amico, General Manager",(718) 852-0286,4117
"Capital One Bank151 Rodeo DriveBrentwood, NY 11717",Bank,Suffolk | WIB Name: SUFFOLK| Region: Long Island,26,26,5/16/2013,Separations are projected to occur during the fourth quarter of 2013,Closing expected to occur by 12/31/2013,Economic,Plant Closing,Plant Closing,Employees are not represented by a union and they will not have bumping rights.,"Gail S. Ball, Vice President, Treasury Management Operations",(302) 494-7525,4115
"NYSARC, Inc. Putnam County Chapter – PARC Program125 Baldwin Place RoadMahopac, NY 10541",Preschool Program,Putnam | WIB Name: WESTCH/PTNM| Region: Mid-Hudson Region,47,47,3/21/2013Notice Rescinded 5/16/2013,Layoffs will commence on 6/21/2013 and continue through 8/9/2013,8/9/2013,Economic,Plant Closing,Plant Closing,No bumping rights for employees.,"Diane Capizzuto, Chief HR Officer",(845) 278-7272 Ext 2480,4114
"Totsy, Inc.75 Broad Street, 15th FloorNew York, NY 10004",Children's clothing,New York | WIB Name: NEW YORK CITY| Region: New York City,83,83,5/16/2013,To occur between 5/15/2013 and 5/31/2013,5/31/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist. No employees are represented by a union.,"Lisa Kennedy, Chief Executive Officer",(212) 729-0342,4113
"OSI Pharmaceuticals, LLC1 Bioscience Park DriveFarmingdale, NY 11735",Phamaceutical distribution,Nassau | WIB Name: OYSTER BAY| Region: Long Island,114,114,5/14/2013,-----,5/13/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist and the employees are not represented by any union.,Collette Taylor,(224) 205-8550,4112
"Catherine McAuley High School710 East 37th StreetBrooklyn, NY 11203",School,Kings | WIB Name: NEW YORK CITY| Region: New York City,28,28,5/13/2013,-----,8/31/2013,Economic,Plant Closing,Plant Closing,There are no bumping rights at this location and the affected employees are not represented by any union.,"Sister Margaret Dempsey, RSM – President Catherine McAuley High School",(718) 462-7282 Ext 16,4111
"Credit Suisse Securities (USA) LLCOne Madison Avenue and Eleven Madison Avenue (one site)New York, NY 10010",Financial Institution,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,83,5/13/2013,Will occur between 5/30/2013 and 8/4/2013,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights exist.,"Ketty K. Russeva, Managing Director, Human Resources",(212) 538-8263,4110
,Publishing,New York | WIB Name: NEW YORK CITY | Region: New York City,----,27,4/30/2013 Amended 5/10/2013,Layoffs to occur between 7/30/2013 and 8/1/2015,------,"Acquisition by Shutterfly, Inc.",Plant Layoff,Plant Layoff,No bumping rights exist and none of the affected employees are represented by a union.,"Charlotte Falla, Vice President, Legal and General Counsel",(650) 610-5459,4109
"Bunzl New York300 Duffy AvenueHicksville, NY 11801",Warehouse and delivery operations,Oyster Bay | WIB Name: OYSTER BAY| Region: Long Island,52,30,5/3/2013Amended 5/7/2013,during a 14-day period beginning on 8/2/2013,8/16/2013,Consolidation into other existing facilities,Plant Unit Closing,Plant Unit Closing,Local 813 International Brotherhood of Teamsters,"Thomas Long, General Manager",(516) 937-7400,4107
"Green Chimneys-Gramercy Group Residence327 East 22nd StreetNew York, NY 10010",Residential facility for children,New York | WIB Name: NEW YORK CITY| Region: New York City,43,43,5/7/2013,-----,8/4/2013,Contract loss,Plant Closing,Plant Closing,Bumping rights do not exist and a union does not exist at these sites.,"Donna Kessler, Director of Human Resources",(845) 279-2995 X 140,4106
"Rochester Beer & Beverage Corp.16 Marway CircleRochester, NY 14624",Beverage Distribution,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,63,63,5/6/2013,6/1/2013,Tentatively on 6/1/2013,Economic,Plant Closing,Plant Closing,Teamsters Local Union 118,"Adam Jablonski, President",(585) 426-0040,4105
"Post House Investors L.P.28 East 63rd StreetNew York, NY 10065",Restaurant,New York | WIB Name: NEW YORK CITY| Region: New York City,59,59,5/6/2013,,8/2/2013,Closed temporarily for renovations for a period of at least 6 months,Plant Closing,Plant Closing,UNITE HERE Local 100,Donald H. Brennan,(212) 687-3500,4104
"Lakeside Memorial Hospital -Emergency Department and Inpatient Unit155 West AvenueBrockport, NY 14420",Hospital,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,343,343,2/22/2013Amended 5/6/2013,-----,4/29/2013 or thereabouts with some affected employees remaining on site to wind down operations,Economic,Plant Closing,Plant Closing,None of the affected employees are represented by a union and there is no employee representative.,"Jim Grunert, Administrative Director of Human Resources",(585) 395-6095 Ext 4493,4103
"Bunzl New York300 Duffy AvenueHicksville, NY 11801",Warehouse and delivery operations,Oyster Bay | WIB Name: OYSTER BAY | Region: Long Island,30,30,5/3/2013,during a 14-day period beginning on 8/2/2013,8/16/2013,Economic,Plant Unit Closing,Plant Unit Closing,Local 813 International Brotherhood of Teamsters,"Thomas Long, General Manager",(516) 937-7400,4101
"Tyco Integrated SecurityRochester National Dispatch Center265 Thruway Park DriveW. Henrietta, NY 14586",Security Systems Services,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,132,132,5/2/2013,Layoffs will occur between 8/1/2013 and 10/31/2013,10/31/2013,Economic,Plant Closing,Plant Closing,No bumping rights exist and employees are not represented by a union.,"JR Booth, Human Resources Manager",(585) 259-1211,4099
"Teva Pharmaceuticals USA, Inc.Manufacturing Operations223 Quaker RoadPomona, NY 10970",Pharmaceuticals production,Rockland | WIB Name: ROCKLAND| Region: Mid-Hudson Region,,2,5/2/2013,"April 26, 2013","It is expected that layoffs will commence on April 3, 2013 and will be completed within two years. Reason for Dislocation: Transfer Manufacturing Operations to another site.",,Plant Unit Closing,Plant Unit Closing,"United Steel, Paper and Forestry Rubber, Manufacturing Energy, Allied Industrial and Service Workers International Union, District 4.","Elaine A. Lakis, Associate Director, Human Resources",(845) 362-7056,4098
"MYPublisher, Inc.845 Third AvenueNew York, NY 10022",Publishing,New York | WIB Name: NEW YORK CITY| Region: New York City,34,34,4/30/2013,Layoffs to occur between 7/28/2013 and 1/31/2014,Acquisition closing date 4/29/2013,"Acquisition by Shutterfly, Inc.",Plant Closing,Plant Closing,No bumping rights exist and none of the affected employees are represented by a union.,"Charlotte Falla, Vice President, Legal and General Counsel",(650) 610-5459,4095
"Barclays Capital Inc.200 Park AvenueNew York, NY 10166",Investment banking,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,1,4/29/2013,5/15/2013 and within the 14 day period following,-----,Economic,Plant Layoff,Plant Layoff,No bumping rights are applicable.,Allison Kramer Deeb,(212) 412-3157,4094
,Hospital,Monroe | WIB Name: MONROE | Region: Finger Lakes Region,368,368,2/22/2013  Amended 4/25/2013,-----,4/29/2013 or thereabouts with some affected employees remaining on site to wind down operations,Economic,Plant Closing,Plant Closing,None of the affected employees are represented by a union and there is no employee representative.,"Jim Grunert, Administrative Director of Human Resources",(585) 395-6095 Ext 4493,4092
"Archcare, Inc. @ Kateri Residence150 Riverside DriveNew York, NY 10024",Skilled Nursing Facility,New York | WIB Name: NEW YORK CITY| Region: New York City,592,592,12/3/2012Amended 4/24/2013,-----,Sale has been postponed to occur on 6/21/2013,Sale of facility,Plant Closing,Plant Closing,1199 SEIU,"Hugo A. Pizarro, Vice President, Human Resources",(646) 633-4422,4091
"Gleacher & Company Securities Inc.1290 Avenue of the AmericasNew York, NY 10104",Savings and Securities,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,55,4/12/2013Amended 4/24/2013,4/11/2013,------,Economic,Plant Layoff,Plant Layoff,No union representation and no bumping rights exist.,Ms. Arciero-Craig,(212) 273-2305,4090
,Aluminum casting foundry,Onondaga | WIB Name: ONONDAGA | Region: Central Region,86,86,2/7/2013 Amended 4/23/2013,First separations to occur on 5/11/2013,Plant expected to close on or around 6/30/2013.,Economic,Plant Closing,Plant Closing,UAW,"Evan Beach, Chief Financial Officer",(315) 952-0138,4089
"Chartwells Dining Services c/o University at Albany1400 Washington AvenueAlbany, NY 12222",Dining Services,Albany | WIB Name: CAPITAL DISTRICT | Region: Capital Region,471,471,4/23/2013,Will commence on 4/25/2013 and occur in phases through end of contract on 6/30/2013,6/30/2013,Loss of Contract,Plant Closing,Plant Closing,Workers United,Rebecca Reed,(401) 714-2987,4087
"The Carriage House Companies, Inc.26 East Talcott StreetDunkirk, NY 14048",Manufacturing sandwich spreads,Chautauqua | WIB Name: CHAUTAUQUA| Region: Western Region,133,133,1/3/2012Amended: 4/23/2013,Some layoffs are postponed to occur between 5/6/2013 or within a 14-day following,Production ceased - 4/12/2013,Sale of Company,Plant Closing,Plant Closing,"Chapter 266, National Conference Firemen & Oilers District of Local 32 BJ/S.E.I.U.","Alice Clark, Vice President Labor & Employee Relations",(314) 877-7189,4086
"Gleacher & Company Securities Inc.1290 Avenue of the AmericasNew York, NY 10104",Savings and Securities,New York | WIB Name: NEW YORK CITY| Region: New York City,-----,55,4/12/2013Amended 4/23/2013,6/15/2013,------,Economic,Plant Layoff,Plant Layoff,No union representation and no bumping rights exist.,Ms. Arciero-Craig,(212) 273-2305,4085
