Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,Case_ID
"The  Penn Traffic Company (P&C/Quality Stores/Warehouses)
  (Multiple  sites listed below)
  Corporate  Office: P.O. Box 4737
  Syracuse, NY 13221-4737",Grocery Stores/warehouses,"North Country Region - Jefferson, Lewis, and St. Lawrence Counties
  Central  Region - Cortland, Cayuga, Onondaga, and Oswego Counties
  Mohawk Valley  Region - Montgomery, Oneida,  and Madison Counties
  Western  Region - Erie, Niagara, Cattaraugus, and Chautauqua Counties.
  Southern  Tier - Chenango, Otsego, Chemung, Steuben, Schuyler, Tioga and Tompkins Counties
  Finger  Lakes - Yates, and Seneca   Counties","4,142","4,142",2/23/10  Amended,Extentions in  layoff dates occuring see below,02/20/10,Economic,Plant Closing,Plant  Closing,UFCW Local 1; IBT Local 294  and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2604
"Henkel Corporation
710 Ohio Street
Buffalo, NY 14203",Adhesives,Erie  | WIB Name: ERIE| Region: Western Region,65,4,2/25/2010,"6/18/10  - 1 affected, 6/30/10 - 3 affected",Unsure,Economic,,Plant  Closing,"AFL-CIO, CLC Local 36G","Ben Toperoer, Human Resource Manager",(908) 685-5334,2603
"Universal Music Group
  Worldwide Plaza
  825 8th Avenue
  New York, NY 10019",Music Production,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,10,2/23/2010,5/9/2010,-----,Economic,,Plant  Layoff,"The  employees do not have the right to displace or bump any other UMG employees and 
  will not be  recalled to work. None of the employees  are represented by a union.

  Classification:  Plant Layoff",Roberta Hernandez,(310) 865-7830,2602
"Innovative Syracuse LLC 
One General Motor Drive
Syracuse, NY 11302",Stone  Fabricator and Distributor,Onondaga  | WIB Name: ONONDAGA| Region: Central Region,33,33,2/22/2010,-----,"3/21/10 Unsure of exact date or if this event will be  a closing or layoff. 
  Will notify us when the exact situation is  determined and date is known.",Loss  of Home Depot service contracts in Syracuse,Possible  Plant Closing,Possible  Plant Closing,"None of the employees are unionized  and there are no provisions regarding transfer, 
  bumping or  reassignment rights to affected employees.",Vanessa Pearse,(631)  297-0266,2600
"Innovative Companies LLC 
130 & 150 Motor Parkway
Hauppauge, NY 11788",Stone  Fabricator and Distributor,Suffolk | WIB Name: SUFFOLK| Region: Long Island,120,120,2/19/2010,-----,5/21/10 Unsure of exact date at this time. Will notify us when the exact date is known.,Economic,Plant Closing,Plant  Closing,"None of the employees are  unionized and there are no provisions regarding transfer, 
  bumping or  reassignment rights to affected employees.",Vanessa Pearse,(631)  297-0266,2599
"Pfizer Inc. 
401 North    Middletown Road
Pearl River, NY 10965",Pharmaceutical Manufacturing,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,2931,72,2/19/2010,5/21/2010,-----,Company Restructuring,Plant Layoff,Plant  Layoff,Local 143C-International Chemical Workers Union/UFC,"Elaine Cunningham - Director, Human Resources",(845) 602-2173,2598
"Dresdner Kleinwort Securities LLC
1301 Avenue of the Americas 41st Fl
New York, NY 10019",Financial,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,1,2/19/2010,2/18/2010,-----,Economic,Plant Layoff,Plant  Layoff,"No employees are unionized  and there are no provisions regarding transfer, bumping or 
  reassignment  rights to affected employees.",Geralyn Cappelli,(212) 969-7834,2596
"River Hospital
Skilled Nursing Facility and Adult  Day Care
4 Fuller Street
Alexandria Bay, NY 13607",Skilled  Nursing Facility and Adult Day Care,Jefferson | WIB Name: JEFF/LEWIS| Region: North Country Region,"44 (30-Full time, 6-Part Time, 8-Per Diem)",44,2/18/2010,-----,5/22/2010,Economic,Plant Unit Closing,Plant  Unit Closing,There  are no unions and there is no bumping.,"William H. Connor, Chief Operating Officer",(315) 482-1198,2592
"Pfizer
641 Ridge Road
Chazy, New York",Pharmaceuticals,Clinton | WIB: C-E-F-H  | Region: North Country,300,11,2/17/2010,5/21/2010,6/30/2010,Economic,Plant  Closing,Plant  Closing,Local 95c ICWU/UFCW,"Kent Eldridge, Director, Human Resources",(518) 846-6322,2591
"Liz  Claiborne Inc. 
LCNY Brand General  Wholesale
1441  Broadway
New York, NY 10018",Womens  clothing and accessories design and sales,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,,19,2/17/2010,5/12/2010,5/2/2010,Economic,Plant  Unit Closing,Plant  Unit Closing,There  are no bumping rights.,Deanna Mackey,(212) 626-5519,2589
"The  Penn Traffic Company (P&C/Quality Stores/Warehouses)
  (Multiple  sites listed below)
  Corporate  Office: P.O. Box 4737
  Syracuse, NY 13221-4737",Grocery Stores/warehouses,"North Country Region - Jefferson, Lewis, and St. Lawrence Counties
  Central  Region - Cortland, Cayuga, Onondaga, and Oswego Counties
  Mohawk Valley  Region - Montgomery, Oneida,  and Madison Counties
  Western  Region - Erie, Niagara, Cattaraugus, and Chautauqua Counties.
  Southern  Tier - Chenango, Otsego, Chemung, Steuben, Schuyler, Tioga and Tompkins Counties
  Finger  Lakes - Yates, and Seneca   Counties","4,142","4,142  (Most employees will be retained by Tops).",2/16/10 Amended,02/20/10 and  2/27/10 as indicated in chart below,-----,"Purchased  by Tops Markets PT, LLC",Plant Closing,Plant  Closing,UFCW Local 1; IBT Local 294  and IBT Local 317,"Christine McMahon, S.V.P. Human Resources",315-461-2340,2588
"Sheraton Hotels of New York
Managed by Starwood Hotels &  Resorts Worldwide, Inc.
790 7th Avenue & 51st Street
New York, NY 10019",Hotel - food and beverage department,New  York /WIB: New York City /Region: NEW YORK CITY,122,79,2/12/2010,5/15/2010,-----,Economic,Plant Layoff,Plant  Layoff,New  York Hotel and Motel Trades Council,"Thomas J. Mituzas, Area Director of Human Resources",(212) 621-8596,2586
"Saint  Vincent Catholic Medical Centers of New York - Medical Center
153  West 11th Street
New York, NY 10011",Medical  Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,,,2/12/2010,2/26/2010,-----,Economic,Plant  Layoff,Plant  Layoff,Committee  of Interns and Residents-no bumping rights exist.,"Randi Karp, Director of Labor Relations",(212) 604-2492,2585
"Ivy Asset Management LLC
Subsidiary of BNY Mellon
One Jericho Plaza
Jericho, NY 11753",Asset Management,"Oyster Bay| WIB: Oyster Bay| Region: LONG  ISLAND
New  York /WIB: New York City /Region: NEW YORK CITY",83,60,2/11/2010,To commence on 5/13/2010 and end on 9/30/2010,-----,Economic,Plant Layoff,Plant  Layoff,BNY  does not permit bumping and affected employees are not represented by a union.,Nancy Pedisich,(516) 228-1559,2584
"WKS/Residential Resources of the Empire State, Inc.
Glenwood Plaza
3384 Rt. 22, Suite 200
Peru, NY 12972",Community Support Services for the Disabled,"Clinton  | WIB: C-E-F-H | Region: CAPITAL DISTRICT

  Contact: Heather  M. Hannafin, PHR, Vice President",57 (31 full and 26 part time employees),1  (full time employee),2/11/2010,2/5/2010,-----,Economic,Plant  Layoff,Plant  Layoff,No union affliation,,(603)  357-3737,2583
"Empire Aero Center Inc.
309 Hangar Road
Rome, NY  13441",Aircraft maintenance repair and overhaul facility,Oneida | WIB: HMO| Region: CENTRAL REGION,203,203,2/11/2010,-----,5/10/2010,Economic,Plant Closing,Plant Closing,"The affected positions do not have any bumping rights and employees are not represented 
  by a union.",Dan Copp,(315) 838-1563,2582
"Eastman Kodak Company - Office
 343 State Street
  Rochester, NY",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,3,2/9/2010,To  occur between 4/26/2010 and 5/2/2010,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee  Services",(585) 781-1896,2581
"Centralized Laboratory Services (CLS)
  43-25 Hunter Street
  Long Island City, NY 11101",Laboratory,New York | WIB  Name: NEW YORK CITY| Region: New York City,135,135,2/9/2010,Layoffs  will occur between 5/10/2010 and 5/24/2010,5/24/2010,Economic,,Plant  Closing,"1199 SEIU - However, since all  positions in the bargaining unit will be eliminated by the 
  closing, bumping  will not be possible. 

  Classification:  Plant Closing","Bill Voigt, Director of Employee Relations",(646)  447-7833,2580
"Saint  Vincent Catholic Medical Centers of New York
   450  West 33rd Street
  New York, NY 10001",Medical  Center,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,,,2/9/2010,2/28/2010,-----,Economic,Plant  Layoff,Plant  Layoff,Committee  of Interns and Residents-no bumping rights exist.,"Bart Metzger, Senior Vice President Human Resources",(212) 604-2492,2579
"Liz  Claiborne Inc. 
  LCNY Brand General  Wholesale
  1441  Broadway
  New York, NY 10018",Womens  clothing and accessories design and sales,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,,,2/3/2010,-----,5/2/2010,Economic,Plant  Unit Closing,Plant  Unit Closing,There  are no bumping rights.,Deanna Mackey,(212) 626-5519,2577
"Interstate National Dealer Services, Inc.
 333 Earle Ovington Boulevard
Uniondale, NY 11553","Sell warranties for vehicles: cars, motor homes, water  craft",Hempstead | WIB Name: HEMPSTEAD| Region: Long Island,100,100,2/2/2010,,6/30/2010,Relocating  operations to Georgia,Plant Closing,Plant  Closing,There are no bumping rights at this location.,"Carol Vaughn, Vice President of Human Resources",(516) 228-8600 Ext 1153,2576
"Middletown  Associates, L.L.C.
Helmsley  Middletown Hotel
148 East 48th Street
New York, NY 10017",Hotel,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,79,,2/3/2010,-----,5/4/2010  or within 14 days thereafter,Termination of Lease,Plant  Closing,Plant  Closing,"AFL-CIO,  SEIU","Harold A. Meriam, Senior Vice President",(212) 679-3600,2575
"Gibraltar Strip Steel, Inc. - Walden Division
2555 Walden Avenue
Cheektowaga, NY 14225",Steel fabrication,Erie  | WIB: ERIE| Region: WESTERN REGION,78,78,2/3/2010,-----,5/2/2010,Economic,Plant Closing,Plant  Closing,-----,"Toby Frederick, Human Resources Manager",(716) 684-1020,2574
"Henkel Corporation
710 Ohio Street
Buffalo, NY 14203",Adhesives,Erie  | WIB Name: ERIE| Region: Western Region,65,13,2/2/2010,5/3/10,Unsure,Economic,Plant Closing,Plant  Closing,"AFL-CIO, CLC Local 36G","Ben Toperoer, Human Resource Manager",(908) 685-5334,2573
"WKS/Residential Resources of the Empire State, Inc.
Glenwood Plaza
3384 Rt. 22, Suite 200
Peru, NY 12972",Community Support Services for the Disabled,"Clinton  | WIB: C-E-F-H | Region: CAPITAL DISTRICT
  Saratoga/ WIB:SAR/WAR/WASH/Region:  CAPITAL DISTRICT
  Schoharie/WIB: FMS /Region: CENTRAL",58 (32 full and 26 part time employees),1  (full time employee),2/2/2010,1/31/2010,-----,Economic,Plant  Layoff,Plant  Layoff,No union affliation,"Heather  M. Hannafin, PHR, Vice President",(603)  357-3737,2572
"Crothall Services Group
Westchester Medical Center 
100 Grassland ReservationValhalla, NY 10595",Housekeeping and laundry services,Westchester | WIB  Name: WESTCH/PTNM | Region: Mid-Hudson Region,235,235,2/1/2010,-----,2/28/2010,Termination of service agreement,,Plant  Unit Closing,The  affected employees will have no bumping rights.,"Sandra Schuster, Senior Human Resources Coordinator",(800) 447-4476,2570
"Cecilware Corporation
43-05 20th Avenue
Long Island City, NY 11105",Beverage and Food Service Equipment,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,84,1/4/2010,"Layoffs  will occur between 4/4/2010 and 1/14/2011: 
  10 employees between 4/4/2010-4/18/2010, 
  18 between 4/30/2010-5/14/2010, 7 between  5/28/2010-6/11/2010, 
  39  between 6/25/2010-7/9/2010, 9 between 10/1/2010-10/12/2010, 
  1  between 12/31/2010-1/14/2011",-----,Economic,,Plant  Layoff,"Local 365 of the International  Union, United Automobile Aerospace and Agricultural 
  Implement Workers  of America

  Classification:  Plant Layoff","Joseph A. Canova, Chief Operating Officer/Chief  Financial Officer",(502) 357-2218 or (516) 474-4083,2569
"Thomson Reuters
  44 South  Broadway 18th Floor
  White Plains, NY 10601",Investment Firm,Westchester | WIB: WESTCH/PTNM | Region: HUDSON VALLEY,"105 The remainder of the employees were transferred to  other New York sites 
  when this site closed.",24,1/29/2010,7/1/2010 Layoffs  for last 3 of the 24 affected employees were postponed.,6/30/2009,Economic,Plant Closing,Plant  Closing,None of the affected  employees are represented by a union.,Jean Kamerschen Director of Human Resources,(914) 989-5005,2568
"DST Health Solutions, LLC
1 Mustang Drive
Albany, NY 12047",Process  outsourcing and application services provider in the healthcare industry.,Albany  | WIB Name: CAPITAL DISTRICT| Region: Capital  Region,53,53,1/29/2010,"Layoffs will begin on 4/30/10 (20 affected), 5/28/10  (5 affected), 6/25/10 (9 affected), 
  9/3/10 (19 affected)",9/3/2010,Economic,Plant Closing,Plant  Closing,The affected employees are  not represented by a union and no bumping rights exist.,"Leta Brooks, Manager, Human Resources",(205) 437-6203,2567
"ISK Manhattan/McDonalds Restaurants
  429 7th Avenue
  New York, NY 10001",Restaurant,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,74,74,1/27/2010,-----,4/12/2010,Sale of Business,Plant  Closing,Plant  Closing,-----,Robert Sikorski,(212) 695-1338 Ext 11,2566
"NYC  Off Track Betting Corporation (Various NYC  wagering sites)
  1501 Broadway
  New York, NY 10036",Wagering Operations,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,1320,1320,1/27/2010,-----,3/20/2010,Bankruptcy Court,Plant  Closing,Plant  Closing,"District  Council 37 & Local 858 The shutdown will affect all areas of operation of 
  NYCOTB and bumping rights, if any,  held by any affected employee will be ineffective and unavailable for exercise  by the employee.",Adrien Ellenberg,(212) 221-5200 Ext 5253,2565
"Eastman Kodak Company - Office
  343 State Street
  Rochester, NY",Photographic equipment and Supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,1/26/2010,To  occur between 4/9/2010 and 4/18/2010,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee  Services",(585) 781-1896,2564
"Eastman Kodak Company
Kodak Park (Eastman Park)
1669 Lake Avenue
Rochester, NY",Photographic equipment and supplies,Monroe | WIB Name: MONROE| Region: Finger Lakes Region,-----,1,1/25/2010,To  occur between 4/1/2010 and 4/8/2010,-----,Economic,Plant Layoff,Plant  Layoff,Bumping rights do exist.,"Mary C. Lazzar-Whyte, Director, US&C Employee  Services",(585) 781-1896,2562
"Source Interlink Companies
Brooklyn Manufacturing Facility
744 Berriman Street
Brooklyn, NY 11208",Manufacturing (magazine and book distribution),Kings | WIB Name: NEW YORK CITY| Region: New York City,83,83,1/25/2010,-----,4/30/2010,Economic,Plant Closing,Plant  Closing,Union  810,"Terri Borders, Vice President, Human Resources",(502) 921-5305,2561
"Carrier Corporation 
Replacement Components Division
6304 Thompson    Road Bldg  TR-2
Syracuse, NY 13221",Distribution Warehouse for Air Conditioning Units,Onondaga | WIB Name: ONONDAGA| Region: Central Region,167,167,1/21/2010  UPDATE,Layoffs for 32 workers are being  postponed. The anticipated termination  date for these employees will be between 2/14/10 and 2/28/10.,12/31/2010,Economic,,Plant  Closing,Sheet Metal Workers International Association Local 58,"Jamie Palmisano, Human Resources Manager",(315) 432-7448,2560
"Old London Foods, Inc.
  1776 Eastchester Road
  Bronx, NY 10461",Baked goods manufacturing company,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,228,228,1/20/2010,Layoffs  will occur between 4/22/10 - 5/6/10; 5/24/10 - 6/7/10; and 6/24/10 - 7/8/10,7/8/2010,Economic,Plant Closing,Plant  Closing,"Local  1102, RWDSU, AFL-CIO",Peter Dillon,(718)  409-1776,2559
"Kaplan K12 Learning Services
1 Liberty Plaza, 22nd  Floor
New York, NY 10006",Educational Support Services,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,62,62,1/19/2010,02/26/2010,06/30/2010,Economic,Plant Closing,Plant  Closing,There  are no bumping rights at this location.,"Ronnie Felder, Director of Human Resources",(212) 313-4764,2558
"Dresdner Kleinwort Securities LLC
1301 Avenue of the Americas 41st Fl
New York, NY 10019",Financial,New York | WIB: NEW YORK CITY| Region: NEW YORK CITY,-----,4,1/15/2010,01/14/2010,-----,Economic,,Plant  Layoff,"No employees are unionized  and there are no provisions regarding transfer, bumping or 
  reassignment  rights to affected employees.",Geralyn Cappelli,(212) 969-7834,2557
"AP  Wagner 
5  Industrial Park Road 
  Albany, NY 12206",Appliance Parts & Service,"Albany  | WIB Name: CAPITAL DISTRICT| Region: Capital  Region
  Erie/ WIB Name: ERIE/ Region: Western  Region","141  at both locations-61 employees in Albany, 80 employees in Depew",25 or more (unsure at this time how many will be  affected),1/11/2010,-----,4/8/2010,Merger,Plant Layoff,Plant  Layoff,-----,"Dennis Burger, Controller",(314) 993-9196,2556
"Marcone/Supply
 One City Place Drive, Suite 400
  St. Louis, Missouri 63141",Appliance Parts & Service,"Albany  | WIB Name: CAPITAL DISTRICT| Region: Capital  Region
  Erie/ WIB Name: ERIE/ Region: Western  Region",141,25 or more,1/11/2010,-----,4/8/2010,Merger,Plant Layoff,Plant  Layoff,-----,"Dennis Burger, Controller",(314) 993-9196,2555
"Asset  Protection & Security Services, LP Subcontractors for
  Ahtna Technical Services, Inc. (ATSI) @
  The Varick Federal Detention Facility
  201 Varick Street, 4th  Floor
  New York, NY 10014",Detention Services,New York | WIB  Name: NEW YORK CITY| Region: New York City,81,81,1/12/2010,-----,2/26/2010,Loss of contract option,Plant Closing,Plant  Closing,Employees  are not part of a union and bumping rights do not exist.,"Janie  Lopez, Human Resources Director",(361) 906-1552 Ext 11,2554
"Foot Locker Retail, Inc. Office (Lady Foot Locker)
  112 W. 34th Street
  New York, NY 10120",Athletic Footwear,New York | WIB  Name: NEW YORK CITY| Region: New York City,42,42,1/11/2010,1/8/2010,-----,Economic,Plant Unit Closing,Plant  Unit Closing,"There  is presently no union representation and none of the employees have bumping 
  rights.","Patricia A Peck, Vice President Human Resources",(212) 720-3887,2552
"Ahtna Technical Services, Inc. (ATSI) @
  The Varick Federal Detention Facility
  201 Varick Street, 4th  Floor
  New York, NY 10014",Detention Services,New York | WIB  Name: NEW YORK CITY| Region: New York City,140,140,1/11/2010,-----,2/26/2010,Loss of contract option,Plant Closing,Plant  Closing,Employees  are not part of a union and bumping rights do not exist.,"Angie Richards, Human Resources Director",(907) 334-9664 Ext 31,2551
"Foot Locker Retail, Inc. Office 
112 W. 34th Street
New York, NY 10120",Athletic Footwear,New York | WIB  Name: NEW YORK CITY| Region: New York City,-----,42,1/11/2010,1/8/2010,-----,Economic,Plant Layoff,Plant  Layoff,"There  is presently no union representation and none of the employees have bumping 
  rights.","Patricia A Peck, Vice President Human Resources",(212) 720-3887,2550
"Wal-Mart Stores, Inc
New York Sams Club
3895 State Route 31
Clay, NY 13090",Retail,Onondaga | WIB Name: ONONDAGA| Region: Central Region,128,128,1/11/2010,-----,1/22/2010,Economic,Plant Closing,Plant  Closing,"No  applicable bumping rights exist. None of  the associates employed at this location are 
  represented by a  union.","John Furner, Regional General Manager, Vice-President,  Region D",(479) 277-7422,2549
,,,,,,,,,,,,,,2547
"Pfizer Inc.
401 North    Middletown Road
Pearl River, NY 10965",Pharmaceutical Manufacturing,Rockland  | WIB Name: ROCKLAND| Region: Mid-Hudson Region,2931,116,1/7/2010,4/9/2010,-----,Company Restructuring,Plant Layoff,Plant  Layoff,Local 143C-International Chemical Workers Union/UFC,"Elaine Cunningham - Director, Human Resources",(845) 602-2173,2545
"Cecilware Corporation
  43-05 20th Avenue
  Long Island City, NY 11105",Beverage and Food Service Equipment,New York | WIB Name:  NEW YORK CITY| Region: New York City,-----,80,1/4/2010,"Layoffs  will occur between 4/4/2010 and 1/14/2011: 
  10 employees between 4/4/2010-4/18/2010, 
  19 between 4/30/2010-5/14/2010, 6 between  5/28/2010-6/11/2010, 
  36  between 6/25/2010-7/9/2010, 8 between 10/1/2010-10/12/2010, 
  1  between 12/31/2010-1/14/2011",-----,Economic,,Plant  Layoff,"Local 365 of the International  Union, United Automobile Aerospace and Agricultural 
  Implement Workers  of America

  Classification:  Plant Layoff","Joseph A. Canova, Chief Operating Officer/Chief  Financial Officer",(502) 357-2218 or (516) 474-4083,2540
