Company,Business Type,County,Total Employees,Number Affected,Date of Notice,Layoff Date,Closing Date,Reason for Dislocation,Classification,Reason Stated for Filing,Union,Contact,Phone,FEIN NUM,Event Number,Case_ID
"Pfizer, Inc.64 Maple StreetRouses Point, NY 12979",Pharmaceuticals (production),Clinton | WDB Name: C-E-F-H | Region: North Country Region,79,7,3/28/2018,"The separations will occur June 22, 2018 (6 affected workers) and on June 25, 2018 (1 affected worker).",3/31/2018,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Daniel Naiman, Sr. Director, Human Resources",(212) 733-2110,23-1405012,2017-0278,6286
"Sodexo, Inc. at University Hospital of Brooklyn, SUNY Downstate Medical Center445 Lenox RoadBrooklyn, NY 11203",Food Services Operations,Kings | WDB Name: NEW YORK CITY | Region:New York City,108,108,3/26/2018,6/30/2018,6/30/2018,Contract loss,Possible Plant Closing,Possible Plant Closing,1199 SEIU,"Patrick D'Urso, District Manager",(914) 584-8759,52-2282035,2017-0277,6285
"B&H Foto and Electronics  Corp. (Navy Yard Facility) 63 Flushing Avenue, Bldg. 64 Brooklyn, NY 11205",Photo and electronics,Kings | WDB Name: NEW YORK CITY  | Region: New York City,215,215,8/21/2017Amendment: 3/26/2018,,5/6/2018,Relocation to New Jersey.,Plant Closing,Plant Closing,United Steelworkers District 4,"Jacob Mittelman, Vice President of Operations",(212) 239-7500,,2017-0034,6284
"Newsday LLC 235 Pinelawn Road Melville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name:SUFFOLK | Region:Long Island,1423,4,3/22/2018,This Phase 5 employee separations is expected to occur during the 14- day period starting on 6/25/2018.,October 2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0276,6283
"Freeman Bus Corporation1067 Marble StreetWatertown, NY 13601",Transportation Services,Jefferson | WDB Name: JEFF/LEWIS | Region: North Country Region,28,28,3/16/2018,6/22/2018 (26 Drivers); 6/29/2018 (2 Supervisory employees),6/30/2018,"Loss of contract to provide transportation services for the Watertown City School District effective June 30, 2018.",Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Krista Jones, Administrative Director",(315) 788-1900,16-1385584,2017-0275,6281
"AVX Corporation (Olean Advanced Products)1695 Seneca Avenue Olean, NY 14760",Manufacturing ceramic capacitors,Cattaraugus | WDB Name:ALL/CAT | Region:Western Region,67,60,12/19/2017 Amended: 3/16/2018,The employee separations are expected to occur in phases. This phase three of employee separations will occur on 3/30/2018.Three (3) affected workers’ separation dates have been extended from 3/30/2018 to 6/29/2018.One (1) affected worker’s separation date has been extended from 3/30/2018 to 9/30/2018.,The facility will no longer be producing any manufactured parts beyond 3/30/2018.,Economic,Plant Closing,Plant Closing,"IBEW Local 1690, Office & Professional Employees International Union (OPEIU)","Karen Smith, Director of Corporate HR",(864) 228-8990,33-0379007,2017-0176,6280
"Friendly Foods LLC dba Cherche Midi 282 Bowery Street New York, NY 10012",Restaurant,New York | WDB Name: NEW YORK CITY  | Region: New York City,46,46,3/12/2018,6/11/2018,6/11/2018,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Roberta Rossini Delice, Chief Executive Officer",(212) 925-5340  Ext: 3000,26-3502337,2017-0274,6279
,"Hobby, Toy and Game Store",Nassau | WDB Name: OYSTER BAY | Region: Long Island,70,70,3/15/2018,6/13/2018,6/13/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Kara Sabino, Vice President",(973) 617-5293,13-5159250,2017-0269,6278
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us 300 West Sunrise Highway Valley Stream, NY 11581","Hobby, Toy and Game Store",Nassau | WDB Name: HEMPSTEAD  | Region: Long Island,70,70,3/15/2018,6/13/2018,6/13/2018,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Kara Sabino, Vice President",(973) 617-5293,13-5159250,2017-0270,6277
"Toys ""R"" Us, Inc.,  dba Toys ""R"" Us and/or Babies ""R"" Us 610 Exterior Street Bronx, NY 10451","Hobby, Toy and Game Store",Bronx | WDB Name: NEW YORK CITY  | Region: New York City,69,69,3/15/2018,6/13/2018,6/13/2018,Economic,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Kara Sabino, Vice President",(973) 617-5293,13-5159250,2017-0268,6275
"Toys ""R"" Us, Inc., dba Toys ""R"" Us and/or Babies ""R"" Us8973-95 Bay ParkwayBrooklyn, NY 11214","Hobby, Toy and Game Store",Kings | WDB Name: NEW YORK CITY | Region: New York City,108,108,3/15/2018,6/13/2018,6/13/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Kara Sabino, Vice President",(973) 617-5293,13-5159250,2017-0267,6274
"Gannett Publishing Services10 Gannett DriveJohnson City, NY 13790",Commercial Printing,Broome | WDB Name:BROOME/TIOGA | Region: Southern Region,93,93,3/16/2018,"The affected employees will terminate during a 14-day period commencing on June 16, 2018.",6/16/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Bonnie Still, Human Resources Business Partner",(856) 486-2591,45-3829401,2017-0271,6272
"Courtyard by Marriott LaGuardia Hotel90-10 Grand Central ParkwayEast Elmhurst, NY11368",Hotel,Queens | WDB Name: NEW YORK CITY | Region: New York City,140,140,6/28/2017 Amendment: 3/16/2018,"The closure of the hotel and permanent layoff of all employees is being extended from March 18, 2018 until on or about March 25, 2018.",3/25/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Mark Ranieri, General Manager",(718) 308-4803,,2016-0299,6271
"St. Isidore School 515 Marcy Avenue Riverhead, NY 11901",School,Suffolk | WDB Name: SUFFOLK | Region:Long Island,20,20,3/13/2018,6/22/2018,6/22/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Patricia Kerner, Director of Human Resources of the Diocese of Rockville Centre",(516) 280-4124,11−1723796,2017-0266,6270
"Our Lady of Mercy Regional School27685 Main RoadCutchogue, NY 11935",School,Suffolk | WDB Name: SUFFOLK | Region:Long Island,22,22,3/13/2018,6/22/2018,6/22/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Patricia Kerner, Director of Human Resources of the Diocese of Rockville Centre",(516) 280-4124,11−2944032,2017-0265,6269
"M56 LLC dba Ma Peche15 W 56th StreetNew York, NY 10019",Restaurant,New York | WDB Name: NEW YORK CITY | Region:New York City,75,75,3/14/2018,6/13/2018,6/13/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Leslie Ferrier, Vice President, Human Resources",(212) 228-0031,-----,2017-0263,6268
"Bishop McGann Mercy Diocesan High School1225 Ostrander AvenueRiverhead, NY 11901",School,Suffolk | WDB Name:SUFFOLK | Region: Long Island,115,115,3/13/2018,6/22/2018,6/22/2018,Economic,Plant Closing,Plant Closing,"Lay Faculty Association, Local 1261","Patricia Kerner, Director of Human Resources of the Diocese of Rockville Centre",(516) 280-4124,-----,2017-0264,6267
"Chartwells Dining Services at The New School 66 W 12th Street New York City, NY 10011",Dining Services,New York | WDB Name: NEW YORK CITY  | Region: New York City,51,51,3/14/2018,7/1/2018,7/1/2018,Loss of the food service contract on  campus,Plant Closing,Plant Closing,"UNITE HERE,  Local 100",Andrew Pappas,(973) 303-7492,56-1874931,2017-0262,6266
"Conduent Education Services, LLC501 Bleecker St.Utica, NY 13501",Education Services,Oneida | WDB Name: HMO | Region:Mohawk Valley Region,183,12,3/12/2018,6/15/2018,To be determined,Change in business needs,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Armando Santiesteban, Senior Human Resources Generalist",(915) 775-3069,95-2501112,2017-0261,6264
"Newsday LLC235 Pinelawn RoadMelville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name:SUFFOLK | Region:Long Island,1423,162,3/9/2018,This Phase 4 employee separations is expected to occur during the 14- day period starting on 6/11/2018.,October 2018,Economic,Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0260,6263
"Highgate Hotels, LLP (At Royalton Park Avenue)420 Park Avenue SouthNew York, NY 10016",Hotel Services,New York | WDB Name: NEW YORK CITY | Region:New York City,121,42,3/8/2018,6/12/2018,----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Daniel Schor, VP of Human Resources & Deputy of Labor Counsel",(212) 204-4998,20-8928596,2017-0259,6262
"ResCare (Service Provider for South Bronx Job Corps Academy)1771 Andrews Ave.Bronx, NY 10453",Provides services and support for Brooklyn and South Bronx Job Corps,Bronx | WDB Name:NEW YORK CITY | Region:New York CityCounty:Kings | WDB Name:NEW YORK CITY | Region: New York City,109,109,3/8/2018,3/31/2018,3/31/2018,Transition of service to another provider,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Helena Parks, ResCare Regional Human Resources Manager",(502) 694-5756,61-0875371,2017-0257,6261
"Courtyard by Marriott LaGuardia Hotel90-10 Grand Central ParkwayEast Elmhurst, NY 11368",Hotel,Queens | WDB Name:NEW YORK CITY | Region:New York City,140,140,6/28/2017 Amendment:3/10/2018,"The closure of the hotel and permanent layoff of all employees is being extended from March 11, 2018 until on or about March 18, 2018.",3/18/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Mark Ranieri, General Manager",(718) 308-4803,,2016-0299,6259
"Sanmina Corporation1200 Taylor RoadOwego, NY 13827",Manufacturer of printed circuit boards,Tioga | WDB Name: BROOME/TIOGA | Region:Southern Region,203,114,12/6/2017 Amended:3/6/2018,"Twenty-three (23) employee separations are expected to commence during the 14-day period starting on March 7, 2018.Twenty-eight (28) employee separations have been extended from the 14-day period starting on March 7, 2018 to the 14-day period starting on April 27, 2018 and 63 employee separations are expected to occur during the 14-day period starting on June 7, 2018.The remaining 89 employees will be retained through July 2018 .",To be determined,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Laurie Simpson, Senior Regional Human Resources Manager",(714) 913-2204,77-0228183,2017-0153,6258
"iStar Jewelry, LLC dba Stanley Creations3100 47th Avenue #4ALong Island City, NY 11101",Precious metal jewelry company,Queens | WDB Name: NEW YORK CITY | Region: New York City,92,92,3/5/2018,6/7/2018,6/7/2018,"Consolidation of operations to Pine Brook, NJ",Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Brian Roth, Executive, Purchasing",(718) 361-6100,47-4967597,2017-0256,6257
"Physical and Occupational  Rehabilitation Therapy and Speech Pathology Services, PLLC  (At Loretto Health and  Rehabilitation Center) 700 East Brighton Avenue Syracuse, NY 13205",Therapy and Speech Pathology Services,Onondaga | WDB Name: ONONDAGA  | Region: Central Region,52,52,3/5/2018,,5/31/2018,Contract termination,Plant Closing,Plant Closing,The affected  workers are not represented by a union.,"Jay Frisch, Port/NPort Managing Member",(718) 724-2820,06-1525494,2017-0254,6256
"Xylem Inc. (Global Financial Shared Services Department)2881 E Bayard StreetSeneca Falls, NY 13148",Developing innovative water solutions through smart technology,Seneca | WDB Name: FINGER LAKES | Region: Finger Lakes Region,138,36,3/2/2018,"The first employee separations in connection with this action are expected to start on June 1, 2018.",-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Dia Lozinak, Director, HR Operations & Corporate",(914) 323-5731,45-2080495,2017-0253,6255
"Toys R Us- Delaware, Inc. dba Toys R Us and Babies R Us (Store #6333 Queens)66-26 Metropolitan AvenueQueens, NY 11379",Retail,Queens | WDB Name: NEW YORK CITY | Region:New York City,60,60,1/26/2018 Amended: 3/1/2018,"Employees will be separated from the Company effective April 26, 2018.",4/11/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0232,6254
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6538 New York)24-30 Union Square E.New York, NY 10003",Retail,New York | WDB Name:NEW YORK CITY | Region:New York City,75,75,1/26/2018 Amended:3/1/2018,"Employees will be separated from the Company effective April 26, 2018.",3/31/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0231,6253
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6411 Yonkers)2700 Central Park AvenueYonkers, NY 10710",Retail,Westchester | WDB Name:WESTCH/PTNM | Region:Mid-Hudson Region,49,49,1/26/2018 Amended: 3/1/2018,"Employees will be separated from the Company effective April 26, 2018.",3/31/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0229,6252
"Toys R Us- Delaware, Inc. dba Babies R Us (Store #6357 Westbury)1350 Corporate DriveWestbury, NY 11590",Retail,Nassau | WDB Name: HEMPSTEAD | Region:Long Island,54,54,1/26/2018Amended: 3/1/2018,"Employees will be separated from the Company effective April 26, 2018.",3/31/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Anna Scretching, Assistant Human Resources Manager",(973) 617-4575,13-5159250,2017-0228,6251
"Carthage Specialty Paperboard, Inc.30 Champion StreetCarthage, NY 13619",Manufacturer of recycled paperboard,Jefferson | WDB Name: JEFF/LEWIS | Region:North Country Region,77,77,2/28/2018,"Temporary maintenance furlough from February 25, 2018 through March 10, 2018",-----,Economic,Temporary maintenance furlough/possible plant closing,Temporary maintenance furlough/possible plant closing,"United Steel Workers (USW) International Union, Local 4-0276","Don Schnackel, VP of Finance",(315) 468-1623,04-50169,2017-0252,6250
"VWR (Part of Avantor)3 Lincoln BoulevardRouses Point, NY 12979",Manufacturing and supply chain solutions for the life sciences and advanced technology industries,Clinton | WDB Name: C-E-F-H | Region: North Country Region,27,27,2/28/2018,5/28/2018,5/28/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Samantha Stanton, Human Resources Director",(440) 914-3469,80-0745252,2017-0250,6249
"Menu Solutions, Inc.4510 White Plains RoadBronx, NY 10470",Manufacturer and supplier of Menu Covers.,Bronx | WDB Name: NEW YORK CITY | Region:New York City,60,60,2/23/2018,5/28/2018,5/28/2018,Relocation of operations from New York to New Jersey,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Jaclyn Smith, Director of Operations",(718) 325-7700,13-4040930,2017-0251,6248
"Lindy's Restaurant (52nd 8th Operating Inc.)825 7th AvenueNew York, NY 10019",Restaurant,New York | WDB Name:NEW YORK CITY | Region: New York City,25,25,9/29/2017 Amendment: 2/26/2018,"The layoffs have been extended from March 4, 2018 or during the 14-day period thereafter to May 6, 2018 14-day period thereafter.",5/6/2018,Economic,Plant Closing,Plant Closing,UNITE Here Local 100,"Mr. Brett Trimarchi, District Supervisor",(917) 836-1250,,2017-0087,6247
"Pfizer, Inc.64 Maple StreetRouses Point, NY 12979",Pharmaceuticals (production),Clinton | WDB Name: C-E-F-H | Region: North Country Region,82,12,2/23/2018,"The separations will occur May 25, 2018 (11 affected workers) and on June 11, 2018 (1 affected worker).",3/31/2018,Economic,Plant Closing,Plant Closing,Local 95c ICWU/UFCW,"Daniel Naiman, SR. Director of Human Resources",(212) 733-2110,13-0430890,2017-0249,6246
"Courtyard by Marriott LaGuardia Hotel90-10 Grand Central ParkwayEast Elmhurst, NY11368",Hotel,Queens | WDB Name:NEW YORK CITY | Region:New York City,140,140,6/28/2017 Amendment:2/23/2018,"The closure of the hotel and permanent layoff of all employees is being extended from February 25, 2018 until on or about March 11, 2018.",3/11/2018,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Mark Ranieri, General Manager",(718) 308-4803,,2016-0299,6245
"Newsday LLC235 Pinelawn RoadMelville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name: SUFFOLK | Region: Long Island,1431,8,2/23/2018,This Phase 3 employee separations is expected to occur during the 14- day period starting on 5/28/2018.,October 2018,Economic,Plant Unit Closing,Plant Unit Closing,"The employees affected in this Phase 3 are not represented by the union, Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0248,6244
"Cayuga Home for Children  (d/b/a Cayuga Centers) (OCFS Residential Treatment  Programs) 101 Hamilton Avenue Auburn, NY 13021",Residential Treatment programs,Cayuga | WDB Name: CAYUGA/CORT  | Region: Central Region,119,119,2/22/2018,5/23/2018,5/23/2018,Economic,Plant Closing,Plant Closing,SEIU Local 200 United,"Melody Johnson, Vice President of Human Resources and  Training",(315) 253-5383 Ext: 1118,15-0532087,2017-0247,6243
"Fluor2455 South RoadPoughkeepsie, NY 12601",Construction project management,Dutchess | WDB Name: DUTCHESS | Region: Mid-Hudson Region,85,85,2/1/2018 Amendment:2/6/2018,"The employee separations have been extended from March 31, 2018 to commence during the 14-day period starting on May 2, 2018.",3/31/2018,Work will be transitioned to Jones Lang LaSalle.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Dawn Gallegoes, Human Resources",(303) 250-8977,95-2758280,2017-0235,6242
"Conduent Education Services, LLC501 Bleecker St.Utica, NY 13501",Education Services,Oneida | WDB Name: HMO | Region:Mohawk Valley Region,183,22,2/16/2018,5/18/2018,To be determined,Change in business needs,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Armando Santiesteban, Human Resources",(915) 775-3069,95-2501112,2017-0246,6241
"Newsday LLC235 Pinelawn RoadMelville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name:SUFFOLK | Region:Long Island,"1,431",51,2/15/2018,This phase 2 employee separations is expected to occur during the 14-day period starting on 5/21/2018.,October 2018,Economic,Plant Unit Closing,Plant Unit Closing,"The affected workers are not represented by a union. Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0245,6240
"Sterling National Bank 500 Seventh AvenueNew York, NY 10018",Financial Institution,New York | WDB Name:NEW YORK CITY | Region:New York CityCounty:Westchester | WDB Name: WESTCH/PTNM | Region: Mid-Hudson RegionCounty:Rockland | WDB Name:ROCKLAND | Region: Mid-Hudson RegionCounty: Nassau | WDB Name:OYSTER BAY | Region: Long IslandCounty:Nassau | WDB Name: HEMPSTEAD | Region: Long IslandCounty:Suffolk | WDB Name: SUFFOLK | Region:Long Island,119,7,1/23/2018 Amendment: 2/15/2018,"The employee separations will occur in stages, with the first stage expected to commence during the 14-day period starting on April 22, 2018 and layoffs will run through December 31, 2018.",-----,Acquisition of Astoria Bank by Sterling National Bank,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Gary Zimbalatti, Assistant Director-Employee Services",(516) 327-7624,13-1726107,2017-0219,6239
"Luxfer Magtech Inc.680 Elton StreetRiverhead, NY 11901",Global leader in self-heating technology,Suffolk | WDB Name:SUFFOLK | Region:Long Island,52,52,11/22/2017 Amendment:2/13/2018,"The closure of the facility and permanent layoff of 52 employees is being extended from February 28, 2018 to April 20, 2018.",4/20/2018,Economic,Plant Closing,Plant Closing,United Food and Commercial Workers Local 1102,"Marc Lamensdorf, President",(631) 740-9510,47-1002161,2017-0143,6238
"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc. 733 Third Avenue New York, NY 10017","Media, information and services companies.",New York | WDB Name: NEW YORK CITY  | Region: New York City,200,127,1/11/2018Amendment: 2/13/2018,Separations will occur between 1/12/2018 and 5/14/2018.,End of the 1st Quarter 2018,Sale and relocation of business,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Riva Nieder, Human Resources Representative",(212) 649-2065,82-3239793,2017-0207,6237
"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc.733 Third AvenueNew York, NY 10017","Media, information and services companies.",New York | WDB Name:NEW YORK CITY | Region:New York City,200,84,1/11/2018  Amendment: 2/12/2018,Separations will occur between 1/12/2018 and 5/13/2018.,End of the 1st Quarter 2018,Sale and relocation of business,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Riva Nieder, Human Resources Representative",(212) 649-2065,82-3239793,2017-0207,6236
"Sterling National Bank 500 Seventh AvenueNew York, NY 10018",Financial Institution,New York | WDB Name:NEW YORK CITY | Region:New York CityCounty:Westchester | WDB Name:WESTCH/PTNM | Region:Mid-Hudson RegionCounty:Rockland | WDB Name: ROCKLAND | Region:Mid-Hudson RegionCounty: Nassau | WDB Name:OYSTER BAY | Region:Long IslandCounty:Nassau | WDB Name:HEMPSTEAD | Region: Long Island,119,7,1/23/2018 Amendment:2/12/2018,"The employee separations will occur in stages, with the first stage expected to commence during the 14-day period starting on April 22, 2018 and layoffs will run through December 31, 2018.",-----,Acquisition of Astoria Bank by Sterling National Bank,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Gary Zimbalatti, Assistant Director-Employee Services",(516) 327-7624,13-1726107,2017-0219,6235
"Harden Furniture, LLC8550 Mill Pond WayMcConnellsville, NY 13401",Furniture manufacturer,Oneida | WDB Name:HMO | Region:Mohawk Valley Region,172,90,2/1/2018 Amended:2/12/2018,"1/31/2018 (82 workers have been recalled on February 12, 2018 and it is anticipated operations will continue through April 12, 2018 for minimal production.Remainder of the 90 employees are on re-call should the production schedule warrant additional call backs).",4/12/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Roxanne Seymore, Human Resource Manager",(315) 245-1000 Ext: 279,95-2758280,2017-0234,6234
"Newsday LLC235 Pinelawn RoadMelville, NY 11747",Newspaper print and distribution,Suffolk | WDB Name:SUFFOLK | Region:Long Island,"1,431",72,2/8/2018,"First employee separations will occur during 14-day period starting on May 14, 2018.",October 2018,"Outsourcing of its print and distribution functions for its print publications Newsday, AM New York, and Hometown Shopper.",Plant Unit Closing,Plant Unit Closing,"Local 406, Graphic Communications Conference, International Brotherhood of Teamsters","Donna Cesarani, Director, Human Resources",(631) 843-2654,26-2913173,2017-0242,6233
"Courtyard by Marriott  LaGuardia Hotel 90-10 Grand Central Parkway East Elmhurst, NY 11368",Hotel,Queens | WDB Name: NEW YORK CITY  | Region: New York City,140,140,6/28/2017 Amendment: 2/9/2018,,,Economic,Plant Closing,Plant Closing,"New York Hotel & Motel Trades Council, AFL-CIO","Mark Ranieri, General Manager",(718) 308-4803,,2016-0299,6232
"B&H Foto and Electronics Corp. (Navy Yard Facility)63 Flushing Avenue, Bldg. 64Brooklyn, NY 11205",Photo and electronics,Kings | WDB Name:NEW YORK CITY | Region:New York City,228,228,8/21/2017 Amendment: 2/9/2018,"Separations are now being extended from January 30, 2018 and February 12, 2018 to March 15, 2018 and March 28, 2018.",3/28/2018,Relocation to New Jersey.,Plant Closing,Plant Closing,United Steelworkers District 4,"Jacob Mittelman, Vice President of Operations",(212) 239-7500,,2017-0034,6231
"The New York LaGuardia Airport Marriott 102-05 Ditmars Bivd East Elmhurst, NY 11369",Hotel,Queens | WDB Name: NEW YORK CITY  | Region: New York City,140,140,10/11/2017Amendment:1/18/2018,"The closure of the hotel and  permanent layoff of all employees is being extended from February 9, 2018 until  on or about February 24, 2018.",,Extensive renovations at the hotel,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Sandra Nunez, Director of Human Resources",(718) 533-3074,20-5978431,2017-0165,6230
"Sitel Operating Corporation101 Canada RoadPainted Post, NY 14870","Business process outsourcing company, provides telephone call center services",Steuben | WDB Name: CSS | Region: Southern Region,-----,71,2/6/2018,5/6/2018,-----,Departure of a client campaign,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Kendra Southard-Austin, HR Business Partner",(607) 936-5721,16-1364816,2017-0241,6229
"""21"" Club21 W. 52nd StreetNew York, NY 10019",Restaurant,New York | WDB Name: NEW YORK CITY | Region:New York City,156,156,2/6/2018,1/3/2018,1/3/2018,Weather related,Temporary Plant Closing,Temporary Plant Closing,"UNITE HERE, Local 100","Karen B. Fanniel, Director of Human Resources",(212) 359-7228,13-1077770,2017-0240,6228
"TRS Staffing Solutions2455 South RoadPoughkeepsie, NY 12601",Construction project management,Dutchess | WDB Name:DUTCHESS | Region:Mid-Hudson Region,4,4,2/2/2018,5/3/2018,5/3/2018,Due to a loss of a services contract with Fluor,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Bryan F. Parker, Regional Manager",(864) 281-8865,57-0785147,2017-0237,6227
"Plant Engineering Services2455 South RoadPoughkeepsie, NY 12601",Construction project management,Dutchess | WDB Name:DUTCHESS | Region:Mid-Hudson Region,21,21,2/2/2018,5/3/2018,5/3/2018,Due to a loss of a services contract with Fluor,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Chris Moody, Human Resources Director",(281) 263-5043,35-2282300,2017-0238,6226
"Sterling National Bank (Kew Gardens)116-22 Metropolitan AvenueKew Gardens, NY 11418",Financial Institution,Queens | WDB Name:NEW YORK CITY | Region:New York City,6,2,2/5/2018,"The employee separations will occur in stages, with this stage expected to commence during the 14-day period starting on May 5, 2018. Other stages may commence throughout the remainder of 2018.",To be determined,Acquisition of Astoria Bank by Sterling National Bank,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Gary Zimbalatti,Assistant Director-of Employee Services",(516) 327-7624,13-1726107,2017-0239,6225
"JJC Food Corp.120 South BroadwayHicksville, NY 11801",Grocery Stores business,Nassau | WDB Name:OYSTER BAY | Region:Long Island,38,38,1/31/2018,2/9/2018,2/9/2018,Weather related,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Pedro Vizcaino, Company official",(860) 574-4271,20-5843113,2017-0236,6224
"Banana Republic, LLC, a subsidiary of Gap Inc.55 Thomas StreetNew York, NY 10013",Retail,New York | WDB Name:NEW YORK CITY | Region: New York City,-----,112,1/31/2018,"Beginning on May 31, 2018, terminations from this location are all due to the relocation of the following functions from New York to San Francisco: Banana Republic Factory Store Design, Banana Republic Factory Store Product Development, Banana Republic Product/Creative Strategy & Operations, Banana Republic Product Development and Fabric R&D, Banana Republic Tech Design, Banana Republic Design, Banana Republic Human Resources and Banana Republic Communications.",5/31/2018,Multiple units to relocate to San Francisco,Plant Unit Closing,Plant Unit Closing,The affected workers are not represented by a union.,Michele Nyrop,(415) 427-4039,94-3288284,2017-0233,6223
"Homer Logistics, Inc.335 Madison AvenueNew York, NY 10017",,New York | WDB Name: NEW YORK CITY | Region: New York City,148,148 (total affected at all three sites),1/2/2018 Amendment: 1/30/2018Event Number: 2017-0186,,-----,Economic,Plant Layoff,Plant Layoff,The affected workers are not represented by a union.,"Adam Prince, Chief Executive Officers",(646) 846-4245Business Type: professional delivery service to local businesses and their customers,47-2837071,,6222
"Fluor2455 South RoadPoughkeepsie, NY 12601",Construction project management,Dutchess | WDB Name: DUTCHESS | Region: Mid-Hudson Region,85,85,2/1/2018,"The employee separations are expected to commence during the 14-day period starting on May 2, 2018.",5/2/2018,Work will be transitioned to Jones Lang LaSalle.,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Dawn Gallegoes, Human Resources",(303) 250-8977,95-2758280,2017-0235,6220
"Rodale Payroll, LLC, a subsidiary of Hearst Magazines, Inc.733 Third AvenueNew York, NY 10017","Media, information and services companies.",New York | WDB Name:NEW YORK CITY | Region: New York City,200,77,1/11/2018  Amendment: 2/1/2018,Separations will occur between 1/12/2018 and 5/1/2018.,End of the 1st Quarter 2018,Sale and relocation of business,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Riva Nieder, Human Resources Representative",(212) 649-2065,82-3239793,2017-0207,6219
"Harden Furniture, LLC8550 Mill Pond WayMcConnellsville, NY 13401",Furniture manufacturer,Oneida | WDB Name:HMO | Region:Mohawk Valley Region,172,172,2/1/2018,1/31/2018,1/31/2018,Economic,Plant Closing,Plant Closing,The affected workers are not represented by a union.,"Roxanne Seymore, Human Resource Manager",(315) 245-1000 Ext: 279,95-2758280,2017-0234,6218
